org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,470933,402762,64944,68171,64944,4398,919,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi,kubernetes+website+cluster-api+enhancements+test-infra+cluster-api-provider-azure+kueue+minikube+gateway-api+ingress-nginx+k8s.io+cloud-provider-azure+autoscaler+kops+kubespray+cluster-api-provider-vsphere+cluster-api-provider-aws+external-dns+ingress-gce+community+kustomize+cloud-provider-openstack+vsphere-csi-driver+node-feature-discovery+kubebuilder+org+controller-runtime+aws-load-balancer-controller+kwok+cluster-api-provider-openstack+kind+jobset+dashboard+kernel-module-management+azuredisk-csi-driver+azurefile-csi-driver+aws-ebs-csi-driver+gcp-compute-persistent-disk-csi-driver+kube-state-metrics+image-builder+security-profiles-operator+cluster-api-provider-ibmcloud+scheduler-plugins+cloud-provider-gcp+release+gcp-filestore-csi-driver+krew-index+aws-efs-csi-driver+descheduler+blob-csi-driver+metrics-server+javascript+sig-release+java+cloud-provider-aws+kubeadm+kubectl+cluster-api-provider-gcp+cluster-api-provider-cloudstack+cluster-api-operator+external-snapshotter+e2e-framework+kube-openapi+git-sync+ingress2gateway+python+karpenter+registry.k8s.io+kompose+perf-tests+network-policy-api+node-problem-detector+csharp+cri-tools+kube-scheduler-wasm-extension+contributor-site+promo-tools+alibaba-cloud-csi-driver+external-provisioner+apiserver-network-proxy+provider-aws-test-infra+aws-iam-authenticator+secrets-store-csi-driver+client-go+csi-driver-nfs+hierarchical-namespaces+kpng+zeitgeist+csi-driver-smb+controller-tools+ibm-powervs-block-csi-driver+cluster-api-provider-packet+kubectl-validate+kui+cloud-provider-vsphere+usage-metrics-collector+kube-scheduler-simulator+sig-windows-tools+kubebuilder-declarative-pattern+cluster-api-addon-provider-helm+aws-fsx-openzfs-csi-driver+dra-example-driver+release-sdk+lwkd+apiserver+publishing-bot+minikube-gui+aws-fsx-csi-driver+prometheus-adapter+external-attacher+cloud-provider-huaweicloud+csi-driver-host-path+sig-storage-local-static-provisioner+node-feature-discovery-operator+node-driver-registrar+bom+windows-testing+cluster-api-provider-kubevirt+ibm-vpc-block-csi-driver+contributor-playground+cluster-api-provider-digitalocean+sig-windows-dev-tools+tejolote+external-resizer+c+nfs-subdir-external-provisioner+docs+azurelustre-csi-driver+dns+utils+structured-merge-diff+livenessprobe+sig-security+downloadkubernetes+cli-experimental+csi-lib-utils+apiextensions-apiserver+sig-storage-lib-external-provisioner+krew+api+windows-gmsa+cloud-provider-alibaba-cloud+cloud-provider+apimachinery+cli-utils+blixt+csi-release-tools+reference-docs+boskos+windows-service-proxy+custom-metrics-apiserver+csi-test+windows-operational-readiness+kube-aggregator+kubetest2+cluster-api-ipam-provider-in-cluster+cluster-proportional-autoscaler+code-generator+cluster-api-provider-kubemark+nfs-ganesha-server-and-external-provisioner+sample-apiserver+etcdadm+external-health-monitor+pod-security-admission+kubelet+component-base+legacy-cloud-providers+controller-manager+csi-proxy+committee-security-response+csi-driver-iscsi+cluster-api-provider-nested+release-notes+cli-runtime+gengo+sample-controller+gen+cloud-provider-equinix-metal+prow+kube-proxy+metrics+steering+sample-cli-plugin+logtools+aws-file-cache-csi-driver+component-helpers+container-object-storage-interface-controller+kube-controller-manager+dynamic-resource-allocation+community-images+aws-encryption-provider+ip-masq-agent+cri-api+kms+examples+mount-utils+kube-scheduler+cluster-bootstrap+csi-translation-lib+mcs-api+kube-storage-version-migrator+csi-driver-nvmf+release-utils+cloud-provider-kind+contributor-tweets+ingress-controller-conformance+lib-volume-populator+wg-policy-prototypes+haskell+sig-multicluster-site+kubebuilder-release-tools+funding+porche+iptables-wrappers+dashboard-metrics-scraper+cluster-proportional-vertical-autoscaler+cel-admission-webhook+kubefed+endpointslice+volume-data-source-validator+apiserver-runtime+cluster-capacity+kube-batch+container-object-storage-interface-api+csi-lib-iscsi+pspmigrator+container-object-storage-interface-provisioner-sidecar+about-api+system-validators+apiserver-builder-alpha+sigs-github-actions+ruby+release-team-shadow-stats+cluster-addons+noderesourcetopology-api+sig-auth-tools+slack-infra+kubernetes-template-project+noderesourcetopology-api+testgrid-json-exporter+container-object-storage-interface-csi-adapter+multi-tenancy+instrumentation-tools+work-api+release-actions+cloud-pv-admission-labeler+maintainers+node-api+kubernetes-csi.github.io+cluster-inventory-api+instrumentation+application+container-object-storage-interface-spec+cloud-provider-sample+repo-infra+logical-cluster+mdtoc+instrumentation-addons+sig-windows-samples+cosi-driver-sample+externalip-webhook+krm-functions-registry+json,438510,330826,43554,42953,18067,3569,46063,Kubernetes,kubernetes.io
open-telemetry,opentelemetry-collector-contrib+opentelemetry-java-instrumentation+opentelemetry.io+opentelemetry-collector+opentelemetry-dotnet+opentelemetry-specification+opentelemetry-operator+opentelemetry-dotnet-instrumentation+opentelemetry-go+semantic-conventions+opentelemetry-js+opentelemetry-java+opentelemetry-dotnet-contrib+opentelemetry-js-contrib+opentelemetry-cpp+opentelemetry-rust+opentelemetry-go-contrib+opentelemetry-ruby-contrib+opentelemetry-python-contrib+community+opentelemetry-python+opentelemetry-go-instrumentation+opentelemetry-demo+opentelemetry-helm-charts+opentelemetry-java-contrib+oteps+opentelemetry-php+opentelemetry-lambda+opentelemetry-go-build-tools+opentelemetry-android+opentelemetry-erlang+opentelemetry-ruby+opentelemetry-php-contrib+opentelemetry-swift+opentelemetry-collector-releases+opentelemetry-proto+opentelemetry-erlang-contrib+opentelemetry-sandbox-web-js+opentelemetry-ebpf+opentelemetry-php-instrumentation+otel-arrow+build-tools+opentelemetry-java-examples+opentelemetry-cpp-contrib+opamp-go+opentelemetry-configuration+sig-security+semantic-conventions-java+opamp-spec+opentelemetry-java-docs+opentelemetry-proto-go+experimental-arrow-collector+opentelemetry-rust-contrib+assign-reviewers-action+.github+stackoverflow2slack+opentelemetry-go-vanityurls+opentelemetry-network+docs-cn+wg-prometheus+otel-arrow-collector+opentelemetry-proto-java+opentelemetry-ebpf-build-tools+opamp-java+opentelemetry-profiling+docs-ja+opentelemetry-sqlcommenter,161425,92983,32881,18159,14659,1467,20902,OpenTelemetry,opentelemetry.io
cncf,glossary+landscape+toc+k8s-conformance+tag-security+tag-env-sustainability+tag-contributor-strategy+mentoring+gitdm+devstats+cncf.io+landscape2+foundation+people+kubernetes-community-days+clomonitor+cnf-testsuite+sandbox+cncf-fuzzing+clotributor+cnf-wg+apisnoop+gitvote+landscape-graph+tag-observability+cluster+techdocs+artwork+memorials+dot-org-hugo-theme+tag-runtime+presentations+landscapeapp+clowarden+landscape2-sites+clo-ui+presentations-website+velocity+wg-coc+xds+devstats-docker-images+cartografos+ambassadors+shopify-theme+cnf-certification+devstatscode+devstats-helm+communitygroups+project-template+curriculum+devstats-reports+servicedesk+tag-network+students+tag-storage+surveys+public-sector-user-group+llm-starter-pack+.github+devstats-landscape-sync+zero-to-merge+foundation-starter-kit+credits+subdomain-redirector+awards+devstats-example+hugo-dot-org+devstats-k8s-lf+homebrew-landscape2+landscape2-validate-action+migrate-maintainers+china-video-block+wg-serverless+wordpress-site+wp-svg-autocrop+enduser-public+trailmap+radar+tag-env-sustainability-website+web-landscape+cla+automation+devstats.archive+tab,38826,17130,9601,8643,2861,1250,9234,CNCF,www.cncf.io
zephyrproject-rtos,zephyr+test_results+west+twister+sdk-ng+zephyr-testing+hal_espressif+docker-image+gsoc-2022-arduino-core+reqmgmt+gsoc-2022-thrift+windows-curses+rtos-benchmark+infrastructure+zscilib+net-tools+openocd,101356,69382,17921,8075,5946,932,8107,Zephyr,www.zephyrproject.org
argoproj+argoproj-labs,argo-cd+argo-workflows+argo-helm+argo-rollouts+hera+argo-events+argocd-operator+hera-workflows+argocd-image-updater+argoproj-deployments+argocd-vault-plugin+argocd-autopilot+argoproj+notifications-engine+pkg+gitops-engine+argocd-extension-metrics+argo-ui+argocd-example-apps+rollouts-plugin-trafficrouter-contour+rollout-extension+applicationset+rollouts-gatewayapi-trafficrouter-plugin+rollouts-plugin-trafficrouter-gatewayapi+training-material+gordian+rollouts-plugin-trafficrouter-glooplatform+rollouts-plugin-trafficrouter-glooedge+rollouts-contour-trafficrouter-plugin+argo-schema-generator+rollouts-demo+argo-site+argocd-extensions+rollouts-opsmx-metric-plugin+argo-kube-notifier+sample-rollouts-metric-plugin+argocd-ext-installer+rollouts-plugin-trafficrouter-openshift+argo-rollouts-manager+argo-cd-benchmarking+homebrew-tap+applicationset-hello-plugin+old-argo-dataflow+argocd-notifications+argoproj.github.io+rollouts-plugin-metric-sample-prometheus+katacoda-scenarios+argocd-cmp-plugin-examples+rollouts-plugin-trafficrouter-sample-nginx+argocd-extension-installer+argocd-bot+rollouts-trafficrouter-gatewayapi-plugin+rollouts-sample_prometheus-metric-plugin+argo-workflows-python-executor-plugin+argocd-interlace+argo-ci,48905,24524,8306,8331,5169,896,10906,Argo,argoproj.github.io
hyperledger+hyperledger-labs,iroha+besu+aries-vcx+solang+aries-cloudagent-python+cacti+aries-framework-javascript+fabric+aries-mobile-agent-react-native+bevel+firefly+anoncreds-rs+iroha-2-docs+open-enterprise-agent+besu-docs+toc+fabric-samples+private-data-objects+aries-askar+fabric-operations-console+fabric-token-sdk+aries-agent-test-harness+anoncreds-spec+blockchain-explorer+iroha-java+fabric-admin-sdk+aries-framework-go+indy-vdr+fabric-smart-client+fabric-gateway+yui-relayer+yui-ibc-solidity+aries-acapy-docs+firefly-common+aries-mobile-test-harness+cello+firefly-transaction-manager+harmonia+hyperledger-labs.github.io+aries-javascript-docs+fabric-docs-i18n+aries-framework-javascript-ext+weaver-dlt-interoperability+aries-mediator-service+bevel-operator-fabric+indy-node+aries-acapy-plugins+aries-framework-swift+aries-rfcs+firefly-evmconnect+fabric-sdk-node+orion-server+fabric-sdk-java+firefly-cli+fabric-operator+iroha-javascript+fabric-chaincode-java+fabric-chaincode-node+fablo+hlf-connector+fabric-private-chaincode+fabric-ca+orion-sdk-go+firefly-tokens-erc20-erc721+anoncreds-clsignatures-rs+ursa+indy-sdk+fabric-gateway-java+business-partner-agent+cactus+iroha-rfcs+indy-plenum+fabric-ansible-collection+did-webs-resolver+minifabric+sawtooth-core+firefly-sdk-nodejs+fabric-protos+indy-shared-rs+bevel-samples+firefly-fabconnect+aries-framework-kotlin+besu-verkle-trie+iroha-python+aries-akrida+firefly-tokens-erc1155+besu-native+documentation-template+firefly-perf-cli+microfab+aries-endorser-service+indy-node-monitor+aries-toolbox+fabric-builder-k8s+indy-test-automation+pdo-contracts+perun-node+cckit+caliper+iroha-2-examples+aries-uniffi-wrappers+sawtooth-docs+acapy-java-client+indy-node-container+fabric-contract-api-go+aries-acapy-controllers+blockchain-carbon-accounting+fabric-config+aries-framework-go-ext+sawtooth-lib+solang-aqd+aries-socketdock+hlf-operator+aries-acapy-plugin-toolbox+firefly-sandbox+fabric-test+indy-cli-rs+caliper-benchmarks+aries-acapy-wallet-upgrade+aries-builder-images+fabric-cli+firefly-ui+aries-acapy-tools+firefly-ethconnect+go-perun+fabric-chaincode-go+indy-bls-wrapper-python+fabric-sdk-py+firefly-samples+aries-framework-dotnet+anoncreds-v2-rs+yui-corda-ibc+anoncreds-spec-v2+fabric-lib-go+blockchain-verifier+indy-did-method+indy-did-networks+perun-rs+business-partner-agent-chart+perun-eth-backend+aries-protocol-test-suite+aries-bbssignatures-rs+learning-tokens,68129,33214,15244,11009,7237,706,12434,Hyperledger,hyperledger.org
nodejs,node+nodejs.org+jenkins-alerts+undici+build+help+TSC+node-gyp+security-wg+citgm+docker-node+performance+corepack+admin+nodejs.dev+node-addon-api+release-cloudflare-worker+node-core-utils+Release+node-addon-examples+node-v8+snap+loaders+next-10+uvwasi+llhttp+github-bot+readable-stream+unofficial-builds+package-maintenance+gyp-next+postject+nodejs-news-feeder+nodejs-dependency-vuln-assessments+diagnostics+node-api-headers+i18n+abi-stable-node+email+create-node-meeting-artifacts+node-core-test+node-auto-test+core-validate-commit+nan+web-server-frameworks+cjs-module-lexer+modules+tap2junit+nodejs-latest-linker+tweet+release-keys+full-icu-npm+tooling+lts-schedule+.github+nodejs-dist-indexer+reliability+repl+news-feeder,82571,52667,8587,13481,6707,635,14610,Node.js,nodejs.org
backstage,backstage+charts+demo+mkdocs-techdocs-core+community+tempo+backstage-deploy+actions+mkdocs-monorepo-plugin+versions+upgrade-helper-diff+techdocs-container+frontend-system-exploration+software-templates+archive+config-schema-viewer+test-demo+backend-system-exploration,42362,18780,6263,11751,2218,602,15101,Backstage,backstage.io
prometheus,prometheus+alertmanager+node_exporter+snmp_exporter+jmx_exporter+client_golang+docs+client_java+blackbox_exporter+common+client_python+procfs+mysqld_exporter+exporter-toolkit+cloudwatch_exporter+client_rust+test-infra+pushgateway+memcached_exporter+statsd_exporter+client_ruby+proposals+promlens+golang-builder+promu+graphite_exporter+consul_exporter+influxdb_exporter+prom2json+haproxy_exporter+client_model+busybox+collectd_exporter+demo-site+prometheus_api_client_ruby+circleci+compliance+promci,21942,12376,4276,2765,2133,458,3157,Prometheus,prometheus.io
