org,repo,activity,comments,prs,commits,issues,authors,project,url
kubernetes+kubernetes-helm+kubernetes-client+kubernetes-incubator,kube-ui+kubernetes-bootcamp+common+md-check+sample-controller+publishing-bot+code-generator+apiextensions-apiserver+kubernetes-template-project+federation+apimachinery+apiserver+api+kube-aggregator+git-sync+sample-apiserver+cluster-registry+metrics+ingress-gce+utils+kubectl+steering+kube-openapi+sig-release+repo-infra+kube-deploy+perf-tests+node-problem-detector+client-go+gengo+kubeadm+website+kubernetes-anywhere+dns+k8s.io+frakti+kubernetes-docs-cn+kompose+release+contrib+kube-state-metrics+kubernetes.github.io+examples+dashboard+heapster+ingress-nginx+autoscaler+features+kops+kubernetes+charts+test-infra+ingress+minikube+community+helm+rudder-federation+chartmuseum+monocular+go-base+go+python+haskell+community+ruby+typescript+javascript+python-base+gen+csharp+java+application-images+nfs-provisioner+cluster-proportional-autoscaler+kube-mesos-framework+cluster-proportional-vertical-autoscaler+custom-metrics-apiserver+descheduler+reference-docs+spartakus+node-feature-discovery+ip-masq-agent+metrics-server+cluster-capacity+kube-arbitrator+rktlet+kompose+apiserver-builder+client-python+cri-tools+cri-containerd+kargo+bootkube+service-catalog+external-dns+kube-aws+cri-o+external-storage+kubespray,382549,271321,58762,19759,32707,2585,Kubernetes,kubernetes.io
prometheus,busybox+demo+prometheus.github.io+client_model+talks+memcached_exporter+nagios_plugins+prometheus_api_client_ruby+influxdb_exporter+golang-builder+prombench+cloudwatch_exporter+collectd_exporter+haproxy_exporter+prom2json+client_ruby+pushgateway+consul_exporter+graphite_exporter+common+mysqld_exporter+promu+procfs+statsd_exporter+client_golang+client_python+snmp_exporter+blackbox_exporter+jmx_exporter+tsdb+client_java+alertmanager+node_exporter+docs+prometheus,29013,16804,4529,3554,4126,495,Prometheus,prometheus.io
grpc+grpc-ecosystem,grpc-experiments+grpc-java-api-checker+grpc-php+grpc-haskell+grpc-proto+homebrew-grpc+grpc-contrib+grpc-docker-library+grpc-node+proposal+grpc-swift+grpc-java+grpc.github.io+grpc-go+grpc+meetup-kit+java-grpc-prometheus+grift+grpc-exchange-o-gram+grpc-httpjson-transcoding+polyglot+grpc-opentracing+go-grpc-prometheus+go-grpc-middleware+grpc-gateway,41470,21684,9714,4245,5827,404,gRPC,grpc.io
fluent,fluent-bit-packaging+fluent-logger-php+fluentd-forwarder+fluent-logger-scala+data-collection+fluent-plugin-scribe+nginx-fluentd-module+fluent-plugin-multiprocess+fluent-plugin-grok-parser+fluent-bit-kubernetes-daemonset+fluent-plugin-mongo+fluent-bit-go+fluent-logger-java+NLog.Targets.Fluentd+fluentd-benchmark+fluent-plugin-flume+fluent-plugin-windows-eventlog+fluent-logger-perl+fluentd-ui+fluent-bit-kubernetes-logging+fluent-plugin-prometheus+kafka-connect-fluentd+fluent-bit-docker-image+fluent-plugin-sql+fluent-plugin-rewrite-tag-filter+fluent-plugin-webhdfs+fluent-logger-golang+fluent-logger-ruby+fluentd-docker-image+fluent-logger-node+fluent-logger-python+fluent-plugin-kafka+fluent-bit-docs+fluentd-website+fluent-plugin-s3+fluentd-kubernetes-daemonset+fluent-bit+fluentd-docs+fluentd,8789,4193,1503,1821,1272,170,Fluentd,fluentd.org
lyft+envoyproxy,envoy+control-plane+artwork+envoy-tools+java-control-plane+go-control-plane+envoyproxy.github.io+envoy-filter-example+data-plane-api+envoy,17115,7678,3959,4240,1238,153,Envoy,github.com/envoyproxy
nats-io,nats-top+nats-connector-framework+nats-connector-redis+nats-on-a-log+nginx-nats+graft+nats-docker+node-nuid+nats-streaming-docker+demo-minio-nats+nuid+csharp-nats-streaming+ruby-nats+roadmap+ruby-nats-streaming+prometheus-nats-exporter+java-nats-streaming+pure-ruby-nats+asyncio-nats-streaming+node-nats-streaming+node-nats+cnats+go-nats-streaming+asyncio-nats+elixir-nats+csharp-nats+nats-streaming-server+python-nats+java-nats+docker-docs+go-nats+official-images+gnatsd+nats-site,5934,2350,1264,1486,834,116,NATS,nats.io
docker+containerd,containerd+typeurl+aufs+zfs+btrfs+fifo+go-runc+console+cri-containerd+cgroups+continuity+containerd,11320,6480,2714,1229,897,107,containerd,containerd.io
opentracing,basictracer-javascript+opentracing-rust+documentation+basictracer-csharp+opentracing-java-v030+basictracer-python+basictracer-go+opentracing-csharp+opentracing-ruby+opentracing-php+opentracing-cpp+opentracing-python+specification+opentracing-go+opentracing-javascript+opentracing.io+opentracing-java,4148,2591,679,511,367,79,OpenTracing,opentracing.io
linkerd,rustup-nightly-docker+tacho+linkerd-inject+namerctl+linkerd-viz+linkerd-zipkin+linkerd-tcp+linkerd-examples+linkerd,5953,2323,1104,1716,810,77,Linkerd,linkerd.io
uber+jaegertracing,jaeger+jaeger-client-javascript+jaeger-performance+test-repo-move+cpp-client-hunter-cache+xdock-zipkin-brave+go-repo-move-test+artwork+spark-dependencies+cpp-client+jaeger-lib+documentation+jaeger-openshift+jaeger-idl+jaeger-ui+jaeger-kubernetes+jaeger-client-python+jaeger-client-go+jaeger-client-java+jaeger-client-node+jaeger,7657,3412,1511,1787,947,75,Jaeger,jaeger.readthedocs.io/en/latest
