org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,484094,415342,71153,68752,71153,4727,956,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi,kubernetes+website+kueue+enhancements+cluster-api+test-infra+ingress-nginx+autoscaler+minikube+karpenter+cloud-provider-azure+kubespray+k8s.io+cluster-api-provider-azure+gateway-api+cluster-api-provider-vsphere+cluster-api-provider-aws+cluster-api-provider-openstack+community+kubebuilder+external-dns+kops+dashboard+org+jobset+azuredisk-csi-driver+azurefile-csi-driver+node-feature-discovery+aws-load-balancer-controller+kind+cluster-api-provider-ibmcloud+vsphere-csi-driver+controller-runtime+sig-release+aws-ebs-csi-driver+java+ingress-gce+lws+blob-csi-driver+descheduler+javascript+kwok+kustomize+krew-index+contributor-playground+security-profiles-operator+cloud-provider-vsphere+cloud-provider-openstack+release+kube-state-metrics+alibaba-cloud-csi-driver+image-builder+aws-efs-csi-driver+perf-tests+gcp-compute-persistent-disk-csi-driver+external-snapshotter+cri-tools+cloud-provider-aws+kernel-module-management+prow+kubectl+scheduler-plugins+controller-tools+kubeadm+cluster-api-provider-gcp+network-policy-api+ingress2gateway+cluster-api-operator+apiserver-network-proxy+cloud-provider-gcp+contributor-site+secrets-store-csi-driver+llm-instance-gateway+hydrophone+wg-device-management+metrics-server+node-problem-detector+cluster-api-addon-provider-helm+python+gcp-filestore-csi-driver+cloud-provider-kind+lwkd+csi-driver-smb+csi-driver-nfs+blixt+kube-network-policies+aws-iam-authenticator+kompose+kube-scheduler-simulator+promo-tools+provider-aws-test-infra+external-snapshot-metadata+ibm-powervs-block-csi-driver+external-provisioner+cluster-api-provider-cloudstack+e2e-framework+kube-openapi+client-go+git-sync+zeitgeist+secrets-store-sync-controller+csharp+kube-scheduler-wasm-extension+mcs-api+external-resizer+cluster-api-provider-packet+dra-example-driver+apiserver+csi-driver-host-path+node-feature-discovery-operator+downloadkubernetes+cloud-provider-equinix-metal+kubectl-validate+windows-testing+cluster-api-ipam-provider-in-cluster+dns+prometheus-adapter+c+node-ipam-controller+gengo+kubebuilder-declarative-pattern+cve-feed-osv+lib-volume-populator+release-sdk+apisnoop+utils+external-attacher+node-driver-registrar+bom+system-validators+wg-serving+api+structured-merge-diff+tejolote+knftables+code-generator+publishing-bot+hierarchical-namespaces+registry.k8s.io+livenessprobe+csi-driver-iscsi+reference-docs+windows-gmsa+aws-fsx-csi-driver+container-object-storage-interface-api+csi-test+docs+sig-storage-local-static-provisioner+kubetest2+gateway-api-inference-extension+cluster-api-provider-digitalocean+nfs-subdir-external-provisioner+sig-security+apimachinery+csi-release-tools+sig-storage-lib-external-provisioner+boskos+apiextensions-apiserver+custom-metrics-apiserver+external-health-monitor+csi-lib-utils+cluster-inventory-api+minikube-gui+cloud-provider+sig-windows-dev-tools+cloud-provider-alibaba-cloud+azurelustre-csi-driver+examples+cli-utils+csi-proxy+ibm-vpc-block-csi-driver+cli-experimental+krew+component-base+steering+sample-apiserver+kubelet+cluster-api-provider-kubevirt+cluster-proportional-autoscaler+kube-aggregator+aws-encryption-provider+dynamic-resource-allocation+testgrid+mdtoc+cloud-provider-huaweicloud+pod-security-admission+release-actions+usage-metrics-collector+sig-windows-tools+sample-controller+controller-manager+kube-scheduler+kube-controller-manager+etcd-manager+ip-masq-agent+container-object-storage-interface-provisioner-sidecar+release-utils+cli-runtime+sig-multicluster-site+gwctl+verify-conformance+kube-proxy+component-helpers+committee-security-response+endpointslice+kjob+metrics+sample-cli-plugin+cluster-api-provider-kubemark+mount-utils+csi-translation-lib+cluster-bootstrap+ingate+cri-api+work-api+gen+container-object-storage-interface-controller+obscli+about-api+slack-infra+cri-client+legacy-cloud-providers+etcdadm+cosi-driver-sample+kms+release-notes+referencegrant-poc+cni-dra-driver+aws-fsx-openzfs-csi-driver+logtools+nfs-ganesha-server-and-external-provisioner+noderesourcetopology-api+wg-policy-prototypes+cluster-proportional-vertical-autoscaler+cluster-capacity+json+community-images+kubebuilder-release-tools+kpng+iptables-wrappers+apiserver-runtime+windows-operational-readiness+application+ingress-controller-conformance+cluster-api-provider-nested+haskell+cloud-provider-sample+volume-data-source-validator+container-object-storage-interface-spec+container-object-storage-interface+sigs-github-actions+windows-service-proxy+karpenter-provider-cluster-api+kui+csi-lib-iscsi+externaljwt+node-api+instrumentation+depstat+csi-driver-nvmf+aws-file-cache-csi-driver+multi-network-api+release-team-shadow-stats+funding+kube-storage-version-migrator+multi-network+.github+driver-registrar+instrumentation-tools+externalip-webhook+pspmigrator+ruby+apiserver-builder-alpha,416929,310762,40238,44486,16061,3590,49868,Kubernetes,kubernetes.io
pytorch,pytorch+executorch+xla+torchtune+ao+test-infra+rl+TensorRT+torchtitan+tensordict+serve+tutorials+FBGEMM+torchchat+vision+torchrec+benchmark+pytorch.github.io+data+botorch+builder+torchcodec+PiPPy+audio+ignite+docs+torchx+text+tnt+kineto+captum+examples+cpuinfo+opacus+extension-cpp+torcheval+glow+torchsnapshot+pytorch_sphinx_theme+hub+expecttest+csprng,509552,196469,63269,122325,20921,2389,228893,pytorch,pytorch.org
open-telemetry,opentelemetry-collector-contrib+opentelemetry.io+opentelemetry-collector+opentelemetry-java-instrumentation+semantic-conventions+opentelemetry-go-contrib+opentelemetry-go-instrumentation+opentelemetry-go+opentelemetry-rust+opentelemetry-operator+opentelemetry-specification+opentelemetry-python-contrib+opentelemetry-dotnet+opentelemetry-dotnet-contrib+opentelemetry-js-contrib+opentelemetry-js+opentelemetry-python+opentelemetry-java+community+opentelemetry-cpp+opentelemetry-helm-charts+opentelemetry-dotnet-instrumentation+opentelemetry-demo+weaver+opentelemetry-ruby-contrib+opentelemetry-android+opentelemetry-java-contrib+opentelemetry-collector-releases+opentelemetry-lambda+opentelemetry-php+oteps+opentelemetry-ebpf-profiler+opentelemetry-ruby+opentelemetry-erlang-contrib+opentelemetry-java-examples+opentelemetry-go-build-tools+opentelemetry-swift+opentelemetry-proto+opentelemetry-erlang+opentelemetry-rust-contrib+opentelemetry-php-contrib+opamp-go+opentelemetry-configuration+otel-arrow+opentelemetry-cpp-contrib+build-tools+semantic-conventions-java+opentelemetry-proto-go+sig-end-user+sig-security+opamp-spec+opentelemetry-php-instrumentation+opentelemetry-network+sig-contributor-experience+opentelemetry-sandbox-web-js+opentelemetry-proto-java+.allstar+sig-developer-experience+docs-cn+cpp-build-tools+sig-mainframe+opentelemetry-network-build-tools+opentelemetry-go-vanityurls+docs-ja+opentelemetry-sqlcommenter+.github+wg-prometheus+stackoverflow2slack+people,212793,118027,41165,27168,17343,1756,36258,OpenTelemetry,opentelemetry.io
cncf+cncf-tags,glossary+toc+landscape+k8s-conformance+tag-security+tag-env-sustainability+gitdm+people+sandbox+communitygroups+landscape2+green-reviews-tooling+mentoring+foundation+kubernetes-community-days+tag-contributor-strategy+devstats+cncf.io+tag-runtime+techdocs+container-device-interface+landscape-graph+clomonitor+cloud-native-ai+artwork+landscape2-sites+cncf-fuzzing+clowarden+xds+tag-observability+clotributor+shopify-theme+dot-org-hugo-theme+gitvote+velocity+cnf-testsuite+contribcard+cluster+automation+architecture+clo-ui+tag-network+curriculum+devstats-docker-images+devstats-helm+apisnoop+org-admin+devstatscode+dco2+public-sector-user-group+cartografos+presentations-website+devstats-reports+presentations+container-device-interface-rs+landscapeapp+kubestronaut+surveys+ambassadors+tag-storage+clbo+zero-to-merge+tab+wg-artifacts+devstats-landscape-sync+awards+china-video-block+wg-serverless+tag-env-tooling+hugo-netlify-starter+homebrew-landscape2+devstatscode.rust+cla+servicedesk+contribcard-sites+dtr-automation-poc+cnf-wg+llm-starter-pack+firstcontribution.dev+cnf-certification+wg-higher-ed+.github+students+.github+cloud-native-community-cookbook+cnf-testbed+project-template+web-landscape+crossplane-conformance+devstats-k8s-lf+prometheus-conformance+devstats-helm-lf+svg-autocrop,33063,14144,8386,7344,2809,1290,7724,CNCF,www.cncf.io
zephyrproject-rtos,zephyr+west+sdk-ng+hal_espressif+reqmgmt+zephyr-lang-rust+test_results+gsoc-2022-arduino-core+infrastructure+docker-image+action-zephyr-setup+windows-curses+docker-sdk-build+zscilib+openocd+docker-scancode,129871,90278,22940,9964,6625,1118,10028,Zephyr,www.zephyrproject.org
argoproj+argoproj-labs,argo-cd+argo-workflows+argo-helm+argo-rollouts+hera+argocd-operator+argocd-image-updater+argo-events+argoproj-deployments+terraform-provider-argocd+gitops-engine+gitops-promoter+rollouts-plugin-trafficrouter-gatewayapi+argocd-agent+argoproj+argo-rollouts-manager+argocd-ephemeral-access+argo-ui+argocd-vault-plugin+argocd-example-apps+argocd-autopilot+notifications-engine+pkg+argocd-rbac-operator+rollouts-plugin-trafficrouter-consul+argo-site+training-material+rollout-extension+argocd-extension-metrics+rollouts-plugin-trafficrouter-contour+argocd-extension-installer+rollouts-plugin-trafficrouter-glooplatform+rollouts-plugin-trafficrouter-openshift+community+homebrew-tap+argo-schema-generator+rollouts-plugin-metric-honeycomb+argoproj.github.io+rollouts-demo+argo-cd-benchmarking+gordian+.github+argocd-notifications+applicationset+old-argo-dataflow+argo-kube-notifier+argo-client-java+applicationset-hello-plugin+argo-client-gen+argocd-cmp-plugin-examples+rollouts-plugin-metric-opensearch+.github,55024,29389,9491,7709,5355,867,10789,Argo,argoproj.github.io
hyperledger+hyperledger-labs,besu+iroha+aries-cloudagent-python+cacti+fabric-token-sdk+identus-cloud-agent+fabric+fabric-smart-client+aries-vcx+aries-acapy-plugins+besu-docs+open-enterprise-agent+firefly+zeto+toc+caliper+identus-edge-agent-sdk-ts+private-data-objects+fabric-operations-console+governance+bevel+fabric-samples+identus-docs+besu-native+aries-agent-test-harness+web3j+identus+iroha-2-docs+fabric-builder-k8s+yui-ibc-solidity+pdo-contracts+splice+aries-askar+fabric-private-chaincode+fabric-gateway+fablo+firefly-cli+firefly-common+identus-edge-agent-sdk-kmp+indy-vdr+iroha-java+anoncreds-rs+aifaq+aries-endorser-service+governance+firefly-evmconnect+solang+aries-rfcs+besu-verkle-trie+indy-besu+cello+identus-mediator+hyperledger-labs.github.io+iroha-python+aries-mobile-agent-react-native+firefly-signer+indy-node+identus-apollo+yui-relayer+fabric-protos+aries-acapy-docs+fabric-chaincode-java+identus-edge-agent-sdk-swift+aries-framework-swift+aries-acapy-controllers+fabric-admin-sdk+weaver-dlt-interoperability+firefly-transaction-manager+hlf-connector+bevel-operator-fabric+fabric-ansible-collection+fabric-operator+did-webs-resolver+iroha-javascript+fabric-chaincode-node+indy-plenum+fabric-contract-api-go+firefly-tokens-erc20-erc721+fabric-ca+anoncreds-v2-rs+learning-tokens+SmartBFT+fabric-docs-i18n+fabric-chaincode-go+aries-akrida+cc-tools-demo+bevel-samples+aries-framework-kotlin+indy-node-container+perun-eth-backend+caliper-benchmarks+blockchain-explorer+aries-acapy-tools+aries-mediator-service+anoncreds-spec+solang-playground+microfab+identus-keycloak-plugins+firefly-perf-cli+bdls+indy-cli-rs+fabric-sdk-node+go-perun+indy-node-monitor+fabric-lib-go+indy-test-automation+fabric-sdk-py+harmonia+anoncreds-clsignatures-rs+web3j-solidity-gradle-plugin+web3j-sokt+cc-tools+web3j-openapi+fabric-gateway-java+web3j-gradle-plugin+fabric-test+indy-shared-rs+web3j-cli+anoncreds-methods-registry+firefly-sandbox+firefly-dataexchange-https+sawtooth-sdk-python+solang-aqd+fabric-sdk-go+aries-staticagent-python+benchmarking-cross-chain-bridge-aggregators,62370,24745,15308,14214,5264,708,17053,Hyperledger,hyperledger.org
nodejs,node+undici+nodejs.org+jenkins-alerts+build+help+corepack+TSC+node-gyp+api-docs-tooling+admin+docker-node+security-wg+node-addon-api+amaro+loaders+node-core-utils+release-cloudflare-worker+node-v8+unofficial-builds+next-10+Release+snap+gyp-next+llhttp+citgm+remark-preset-lint-node+import-in-the-middle+package-maintenance+bluesky+performance+github-bot+userland-migrations+typescript+nan+nodejs-news-feeder+uvwasi+nodejs-dependency-vuln-assessments+cjs-module-lexer+diagnostics+create-node-meeting-artifacts+email+web-server-frameworks+tap2junit+caritat+readable-stream+node-addon-examples+node-api-headers+changelog-maker+nodejs-dist-indexer+undici-website+branch-diff+abi-stable-node+package-examples+standards-positions+.github+release-keys+commit-stream+node-code-ide-configs+lts-schedule+ci-config-travis+examples+nodejs-latest-linker,86347,50870,10164,17137,6897,673,18416,Node.js,nodejs.org
backstage,backstage+community-plugins+demo+charts+mkdocs-techdocs-core+community+canon-storybook+upgrade-helper-diff+versions+actions+mkdocs-monorepo-plugin+backstage-deploy+techdocs-container+software-templates,55848,21549,9693,14472,2839,650,21767,Backstage,backstage.io
