org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,500910,420028,65800,80882,65800,4535,872,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi+kubernetes-incubator+kubernetes-security,kubernetes+website+test-infra+minikube+enhancements+cluster-api+kops+vsphere-csi-driver+ingress-nginx+kubespray+kustomize+cluster-api-provider-azure+community+k8s.io+kubebuilder+kind+autoscaler+cluster-api-provider-aws+multi-tenancy+cloud-provider-openstack+controller-runtime+org+perf-tests+release+external-dns+service-apis+java+aws-load-balancer-controller+image-builder+cluster-api-provider-openstack+aws-ebs-csi-driver+dashboard+sig-release+krew-index+scheduler-plugins+azuredisk-csi-driver+descheduler+kubeadm+kube-state-metrics+secrets-store-csi-driver+security-profiles-operator+ingress-gce+gcp-compute-persistent-disk-csi-driver+azurefile-csi-driver+external-snapshotter+aws-efs-csi-driver+python+metrics-server+node-feature-discovery+cloud-provider-azure+cluster-api-provider-vsphere+external-provisioner+kubectl+csi-driver-smb+kubefed+gateway-api+blob-csi-driver+apiserver-network-proxy+javascript+csharp+node-problem-detector+aws-alb-ingress-controller+cli-utils+cloud-provider-vsphere+git-sync+kubetest2+cloud-provider-aws+cluster-api-provider-nested+csi-driver-nfs+client-go+csi-driver-host-path+cloud-provider-gcp+gcp-filestore-csi-driver+controller-tools+k8s-container-image-promoter+nfs-subdir-external-provisioner+alibaba-cloud-csi-driver+csi-proxy+cri-tools+reference-docs+krew+sig-windows-tools+klog+cluster-api-provider-gcp+dns+cluster-api-provider-digitalocean+node-feature-discovery-operator+kompose+cli-experimental+csi-release-tools+cluster-api-provider-packet+windows-testing+seccomp-operator+service-catalog+external-resizer+external-attacher+boskos+csi-test+minibroker+node-driver-registrar+external-health-monitor+container-object-storage-interface-controller+kube-openapi+steering+hierarchical-namespaces+container-object-storage-interface-provisioner-sidecar+prometheus-adapter+wg-policy-prototypes+sig-storage-local-static-provisioner+contributor-site+etcdadm+aws-iam-authenticator+container-object-storage-interface-api+apiserver-builder-alpha+contributor-tweets+nfs-ganesha-server-and-external-provisioner+aws-fsx-csi-driver+livenessprobe+container-object-storage-interface-csi-adapter+kpng+kube-aws+kui+contributor-playground+docs+python-base+utils+kubebuilder-declarative-pattern+apiserver+c+ingress-controller-conformance+container-object-storage-interface-spec+structured-merge-diff+legacy-cloud-providers+release-notes+csi-lib-utils+apimachinery+apiserver-runtime+gengo+cloud-provider-alibaba-cloud+external-storage+publishing-bot+cluster-addons+api+e2e-framework+sig-storage-lib-external-provisioner+csi-driver-iscsi+cloud-provider+code-generator+apiextensions-apiserver+zeitgeist+repo-infra+kubelet+kube-storage-version-migrator+kubebuilder-release-tools+security+yaml+kube-aggregator+blobfuse-csi-driver+downloadkubernetes+gen+component-base+depstat+cloud-provider-huaweicloud+slack-infra+k8s-gsm-tools+cluster-api-provider-ibmcloud+haskell+cli-runtime+sample-apiserver+custom-metrics-apiserver+examples+funding+windows-gmsa+sample-controller+contributor-site+csi-translation-lib+kube-controller-manager+kube-proxy+metrics+kube-scheduler+bootkube+sample-cli-plugin+controller-manager+cluster-proportional-autoscaler+release-utils+application+system-validators+cluster-bootstrap+network-policy-api+component-helpers+cluster-capacity+dashboard-metrics-scraper+ip-masq-agent+work-api+cri-api+volume-data-source-validator+go-open-service-broker-client+mount-utils+mcs-api+kube-batch+externalip-webhook+aws-encryption-provider+cosi-driver-sample+cvelist-public+cluster-registry+mdtoc+instrumentation-addons+csi-driver-image-populator+csi-lib-iscsi+drivers+instrumentation-tools+ruby+cluster-proportional-vertical-autoscaler+kubernetes-template-project+sig-usability+sig-windows-dev-tools+node-api+kubectl-check-ownerreferences+clientgofix+cluster-api-provider-kubemark+cluster-api-bootstrap-provider-kubeadm+cosi-driver-minio+.github+cloud-provider-baiducloud+sig-windows-samples+pod-security-admission+secret-sync-rotation+frakti+lib-volume-populator+csi-driver-fibre-channel+poseidon+csi-driver-flex+discuss-theme+sig-testing+perl+csi-api+cloud-provider-sample+gluster-file-external-provisioner+cluster-api-provider-docker+about-api+.github+go+iptables-wrappers+legacyflag+instrumentation,523416,405505,49969,56356,28322,4179,39620,Kubernetes,kubernetes.io
open-telemetry,opentelemetry-collector-contrib+opentelemetry-java-instrumentation+opentelemetry-java+opentelemetry-collector+opentelemetry-specification+opentelemetry-dotnet+opentelemetry-python+opentelemetry-js+opentelemetry-cpp+opentelemetry-go+opentelemetry-ruby+opentelemetry-python-contrib+opentelemetry-go-contrib+opentelemetry-js-contrib+opentelemetry-rust+community+opentelemetry-dotnet-instrumentation+opentelemetry-php+opentelemetry.io+opentelemetry-proto+opentelemetry-operator+opentelemetry-dotnet-contrib+opentelemetry-log-collection+opentelemetry-erlang+opentelemetry-js-api+opentelemetry-swift+opentelemetry-lambda+opentelemetry-java-contrib+opentelemetry-helm-charts+docs-ja+build-tools+docs-cn+opentelemetry-cpp-contrib+opentelemetry-collector-builder+oteps+wg-prometheus+opentelemetry-erlang-api+opentelemetry-proto-go+opentelemetry-php-contrib+opentelemetry-lambda-extension+opentelemetry-go-vanityurls+.github,149306,88754,27650,18128,11769,995,21133,OpenTelemetry,opentelemetry.io
cncf+crosscloudci,k8s-conformance+cnf-conformance+landscape+toc+gitdm+sig-security+cnf-wg+devstats+tag-security+apisnoop+landscapeapp+cnf-testsuite+mentoring+sig-app-delivery+kubernetes-community-days+glossary+artwork+sig-contributor-strategy+podtato-head+foundation+hugo-netlify-starter+cnf-testbed+cncf.io+radar+cluster+project-template+memorials+wp-mu-plugins+prometheus-configuration+ci-dashboard+devstats-docker-images+devstats-helm+xds+envoy-configuration+fluentd-configuration+udpa+techdocs+tag-app-delivery+etcd-configuration+tag-contributor-strategy+contribute+tuf-configuration+ambassadors+k8s-infra+devstatscode+sig-observability+crossplane-conformance+jaeger-configuration+tag-observability+velocity+telecom-user-group+surveys+coredns-configuration+communitygroups+presentations+cloud-native-community-cookbook+ci_status_repository+curriculum+cloudnativetv+ospolandscape+devstats-reports+crosscloudci+servicedesk+cross-project+svg-autocrop+sig-runtime+research-user-group+cncf-branding+enduser-public+sig-network+prometheus-conformance+ex_ci_proxy+devstats-k8s-lf+awards+cncf-configuration+crosscloudci-trigger+cross-cloud+wg-serverless+devstats-helm-lf+vitess-configuration+sfdc+devstats-example+linkerd2-configuration+onap-so-configuration+lf-landscapes+cartografos+next.js+landscape-test+svg-autocrop-serverless+web-landscape+site-boilerplate+tag-storage+tag-network+hnscraping+financial-user-group+kubernetes-configuration+clone-page-tree+tag-runtime+business-value+sig-storage+cncf-sig-app-delivery-demo+onap-ciservice+wordpress-site+gitlab-dashboard-updater+website+wp-svg-autocrop+trailmap+sig-app-delivery-demo+infra-provisioning+china-video-block+devstats-docker-lf+cla,30120,12283,6454,8607,2235,989,9148,CNCF,www.cncf.io
argoproj+argoproj-labs,argo-cd+argo+argo-workflows+argo-rollouts+argo-events+argo-helm+argocd-operator+applicationset+argocd-notifications+argocd-image-updater+gitops-engine+argocd-autopilot+argoproj+argo-client-python+argoproj-deployments+argo-dataflow+argo-ui+pkg+notifications-engine+argo-python-dsl+argo-workflows-catalog+argocd-example-apps+argo-client-java+argo-site+rollouts-demo+gordian+homebrew-tap+argo-server+katacoda-scenarios+argoproj.github.io+argo-client-gen+argo-events-client-java+argo-workflows-operator+argo-ci+argocd-bot+argo-eventbus+community+friends+argo-kube-notifier+argocd-extensions+argo-events-client-gen+ksonnet2kustomize+argo-cd-tokens+argo-events-client-python,49413,25016,8481,8800,6772,768,9144,Argo,argoproj.github.io
PaddlePaddle,Paddle+PaddleOCR+PaddleDetection+Paddle-Lite+FluidDoc+PaddleHub+PaddleNLP+PaddleClas+PaddleSeg+PaddleX+models+Serving+PARL+PaddleSlim+PaddleGAN+X2Paddle+DeepSpeech+PaddleVideo+PaddleRec+FleetX+VisualDL+CINN+PGL+ERNIE+PaddleHelix+book+Parakeet+Paddle2ONNX+Paddle.js+PaddleFL+Paddle-Inference-Demo+Research+Knover+Paddle-Lite-Demo,127094,59144,35340,17014,15328,698,17282,PaddlePaddle,paddlepaddle.org
nodejs,node+undici+nodejs.dev+build+nodejs.org+node-addon-api+node-gyp+TSC+docker-node+admin+package-maintenance+nodejs-ko+i18n+modules+node-core-utils+citgm+diagnostics+llhttp+Release+next-10+gyp-next+security-wg+community-committee+node-addon-examples+github-bot,73230,48581,10183,6695,6576,679,7890,Node.js,nodejs.org
zephyrproject-rtos,zephyr+west+sdk-ng,81402,56107,13747,5644,5892,570,5656,Zephyr,www.zephyrproject.org
helm,helm+charts+helm-www+chartmuseum+community+hub+chart-testing+chart-releaser+helm-2to3+chart-releaser-action+chart-testing-action+kind-action+charts-repo-actions-demo+monocular+acceptance-testing+docker-kubectl-helm-aws+homebrew-tap+docker-kubectl-helm-az+examples+github-webhook-dco-labeler+get-helm-sh+pull-sizer,25135,16458,3550,2318,3205,526,1922,Helm,helm.sh
hyperledger+hyperledger-labs,besu+aries-framework-go+cactus+iroha+aries-cloudagent-python+blockchain-automation-framework+business-partner-agent+fabric-docs-i18n+fabric-private-chaincode+grid+aries-framework-javascript+aries-vcx+avalon+besu-docs+aries-rfcs+caliper+indy-sdk+solang+aries-agent-test-harness+go-perun+minifabric+blockchain-carbon-accounting+grid-docs+burrow+aries-framework-go-ext+indy-node+private-data-objects+weaver-dlt-interoperability+cello+fabric-test+indy-plenum+fabric-sdk-py+aries-framework-dotnet+ursa+caliper-benchmarks+aries-mobile-agent-react-native,48602,22772,12453,6548,6341,506,7036,Hyperledger,hyperledger.org
