org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,201974,176962,29276,25012,29276,2611,315,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi+kubernetes-security,kubernetes+website+cluster-api+test-infra+minikube+enhancements+ingress-nginx+cluster-api-provider-azure+k8s.io+kops+gateway-api+community+cluster-api-provider-aws+vsphere-csi-driver+kubespray+kustomize+autoscaler+cluster-api-provider-openstack+kind+aws-load-balancer-controller+org+secrets-store-csi-driver+kui+external-dns+security-profiles-operator+krew-index+scheduler-plugins+cloud-provider-openstack+node-feature-discovery+dashboard+controller-runtime+kubebuilder+aws-ebs-csi-driver+azuredisk-csi-driver+release+ingress-gce+metrics-server+image-builder+java+sig-release+cloud-provider-azure+kube-state-metrics+kubeadm+k8s-container-image-promoter+cli-utils+contributor-playground+external-snapshotter+azurefile-csi-driver+cluster-api-provider-vsphere+descheduler+perf-tests+python+kubectl+csharp+cluster-api-provider-nested+gcp-compute-persistent-disk-csi-driver+cloud-provider-gcp+kompose+cluster-api-provider-gcp+aws-efs-csi-driver+apiserver-network-proxy+blob-csi-driver+kpng+e2e-framework+sig-windows-dev-tools+csi-driver-smb+cloud-provider-vsphere+cluster-api-provider-ibmcloud+gcp-filestore-csi-driver+klog+javascript+hierarchical-namespaces+alibaba-cloud-csi-driver+controller-tools+contributor-tweets+contributor-site+prometheus-adapter+kube-openapi+node-feature-discovery-operator+c+docs+client-go+node-problem-detector+external-provisioner+cloud-provider-aws+etcdadm+sig-storage-local-static-provisioner+kube-scheduler-simulator+utils+sig-windows-tools+nfs-ganesha-server-and-external-provisioner+git-sync+kubetest2+dns+cri-tools+apiserver+csi-driver-nfs+nfs-subdir-external-provisioner+krew+aws-iam-authenticator+kubebuilder-declarative-pattern+cluster-api-provider-kubevirt+node-driver-registrar+aws-fsx-csi-driver+csi-proxy+downloadkubernetes+promo-tools+python-base+depstat+reference-docs+csi-driver-host-path+kubefed+ibm-vpc-block-csi-driver+cluster-api-provider-digitalocean+steering+external-attacher+publishing-bot+windows-testing+yaml+external-health-monitor+cluster-api-provider-packet+livenessprobe+boskos+wg-policy-prototypes+sig-security+legacy-cloud-providers+external-resizer+lwkd+cluster-api-provider-kubemark+code-generator+csi-release-tools+apiextensions-apiserver+apimachinery+cli-experimental+service-catalog+release-notes+cloud-provider+csi-driver-iscsi+cluster-proportional-autoscaler+api+csi-test+gen+gengo+multi-tenancy+pod-security-admission+kubelet+bom+csi-lib-utils+component-base+kube-aggregator+aws-encryption-provider+release-sdk+sample-apiserver+csi-lib-iscsi+controller-manager+structured-merge-diff+cloud-provider-alibaba-cloud+kube-controller-manager+cli-runtime+custom-metrics-apiserver+volume-data-source-validator+kube-scheduler+metrics+funding+windows-gmsa+csi-translation-lib+zeitgeist+mount-utils+sample-cli-plugin+sample-controller+kube-proxy+cluster-addons+component-helpers+cvelist-public+lib-volume-populator+contributor-katacoda+apiserver-builder-alpha+json+repo-infra+apiserver-runtime+examples+sig-storage-lib-external-provisioner+cluster-bootstrap+ip-masq-agent+work-api+sig-windows-samples+committee-security-response+kube-storage-version-migrator+network-policy-api+cri-api+externalip-webhook+bootkube+instrumentation-tools+sig-testing+poseidon+cluster-api-bootstrap-provider-kubeadm+cloud-provider-huaweicloud+mcs-api+container-object-storage-interface-api+container-object-storage-interface-spec+mdtoc+iptables-wrappers+csi-driver-image-populator+kubectl-check-ownerreferences+kube-batch+application+security+haskell+gluster-file-external-provisioner+cluster-proportional-vertical-autoscaler+ingress-controller-conformance+minibroker+go-open-service-broker-client+system-validators+cloud-provider-sample+design-proposals-archive+discuss-theme+container-object-storage-interface-provisioner-sidecar+slack-infra+cosi-driver-sample+csi-driver-nvmf+krm-functions-registry+dashboard-metrics-scraper+release-utils+kubebuilder-release-tools+frakti+ruby+cluster-capacity+instrumentation-addons+csi-lib-fc+k8s-gsm-tools+kubernetes-template-project+cluster-api-provider-docker,175449,134571,16828,14487,9197,2092,14853,Kubernetes,kubernetes.io
PaddlePaddle,Paddle+PaddleOCR+PaddleDetection+Paddle-Lite+PaddleNLP+PaddleSeg+PaddleClas+PaddleX+docs+PaddleTest+awesome-DeepLearning+CINN+Serving+PaddleHub+DeepSpeech+PaddleSpeech+Paddle2ONNX+PaddleGAN+PaddleRec+PaddleSlim+PARL+PaddleVideo+Parakeet+models+PGL+X2Paddle+Paddle.js+PaddleFL+Knover+PASSL+ERNIE+FleetX+VisualDL+Paddle-Inference-Demo+InterpretDL+Paddle-Lite-Demo+PaddleHelix+Research+Quantum+PaddleSleeve+Contrib+RLSchool+PaddleRobotics+RocketQA+PLSC,60323,29738,16425,7447,6659,570,7501,PaddlePaddle,paddlepaddle.org
open-telemetry,opentelemetry-collector-contrib+opentelemetry-java-instrumentation+opentelemetry-collector+opentelemetry-specification+opentelemetry-java+opentelemetry-dotnet+opentelemetry-python+opentelemetry-js+opentelemetry-go+opentelemetry-python-contrib+opentelemetry-go-contrib+opentelemetry-js-contrib+opentelemetry-operator+opentelemetry-ruby+opentelemetry.io+opentelemetry-cpp+opentelemetry-php+community+opentelemetry-java-contrib+oteps+opentelemetry-dotnet-instrumentation+opentelemetry-erlang+opentelemetry-rust+opentelemetry-log-collection+opentelemetry-helm-charts+opentelemetry-lambda+opentelemetry-proto+opentelemetry-swift+opamp-spec+opentelemetry-js-api+opentelemetry-erlang-contrib+opamp-go+opentelemetry-cpp-contrib+build-tools+opentelemetry-dotnet-contrib+opentelemetry-go-build-tools+opentelemetry-sqlcommenter+opentelemetry-collector-releases+wg-prometheus+opentelemetry-php-contrib+opentelemetry-collector-builder+docs-ja+opentelemetry-proto-java+opentelemetry-java-docs+opentelemetry-proto-go+assign-reviewers-action+docs-cn+opentelemetry-go-vanityurls+.github,53909,31498,10641,6879,4261,554,7509,OpenTelemetry,opentelemetry.io
hyperledger+hyperledger-labs,iroha+besu+cactus+fabric+aries-cloudagent-python+aries-framework-javascript+go-perun+aries-vcx+grid+business-partner-agent+blockchain-automation-framework+aries-framework-go+weaver-dlt-interoperability+solang+fabric-gateway+blockchain-carbon-accounting+aries-agent-test-harness+besu-docs+fabric-smart-client+firefly+firefly+aries-mobile-agent-react-native+orion-server+fabric-samples+aries-framework-javascript-ext+fabric-token-sdk+minifabric+fabric-docs-i18n+fabric-sdk-node+fabric-operations-console+iroha-java+indy-node+cello+fabric-private-chaincode+aries-framework-go-ext+indy-plenum+orion-sdk-go+sawtooth-lib+iroha-python+firefly-fabconnect+mirbft+yui-relayer+firefly-cli+firefly-ethconnect+caliper+aries-acapy-plugin-toolbox+yui-ibc-solidity+aries-rfcs+firefly-ethconnect+fabric-chaincode-node+firefly-cli+private-data-objects+perun-doc+fabric-chaincode-java+aries-toolbox+acapy-java-client+firefly-tokens-erc1155+firefly-ui+fabric-ca+grid-docs+fabric-test+sawtooth-core+indy-did-method+iroha-javascript+aries-askar+tsc+perun-node+indy-sdk-react-native+burrow+fabric-sdk-go+aries-framework-dotnet+ursa+aries-acapy-controllers+aries-mobile-agent-xamarin+fabric-sdk-java+firefly-dataexchange-https+firefly-ui+yui-corda-ibc+besu-native+minbft+indy-vdr+iroha-ios+bevel+firefly-fabconnect+firefly-samples+blockchain-verifier+aries-mediator-service+fabric-sdk-py+firefly-dataexchange-https+fabric-machine+perun-eth-contracts+caliper-benchmarks+TrustID+sawtooth-sdk-java+indy-node-monitor,32315,14930,7742,5021,4144,439,5499,Hyperledger,hyperledger.org
argoproj+argoproj-labs,argo-workflows+argo-cd+argo-dataflow+argo-rollouts+argo-helm+argocd-operator+argo-events+applicationset+argo-cloudops+argoproj-deployments+argocd-image-updater+argocd-autopilot+argoproj+hera-workflows+argocd-notifications+argo-ui+argo-conformance-program+notifications-engine+argocon21+argo-site+gitops-engine+appsource+argocd-extensions+pkg+argocd-example-apps+katacoda-scenarios+argo-workflows-catalog+multi-cluster-kubernetes+homebrew-tap+argoproj.github.io+argo-client-gen+rollouts-demo+argocd-vault-plugin+rollout-extension+argo-client-java+multi-cluster-kubernetes-api+community+advanced-argo-workflows-workshop+argo-client-python+community-contrib-docs+friends+argocd-example-extension+argo-kube-notifier+amalgamated-kubernetes-api+argo-eventbus+multi-cluster+argocd-bot,19545,9643,3463,3570,2688,419,3751,Argo,argoproj.github.io
zephyrproject-rtos,zephyr+test_results+west+sdk-ng+hal_espressif+docker-image+windows-curses+openocd+swg-scripts,30681,20970,5361,2455,1886,370,2464,Zephyr,www.zephyrproject.org
nodejs,node+nodejs.dev+undici+nodejs.org+help+build+node-gyp+node-addon-api+TSC+docker-node+remark-preset-lint-node+snap+nodejs-ko+loaders+diagnostics+admin+node-core-utils+next-10+i18n+corepack+package-maintenance+gyp-next+full-icu-npm+citgm+security-wg+llhttp+tweet+Release+nan+changelog-maker+community-committee+mentorship+unofficial-builds+readable-stream+release-keys+llnode+node-inspect+uvwasi+node-addon-examples+node-api-headers+llparse,27678,15992,3460,3527,2693,335,5533,Node.js,nodejs.org
backstage,backstage+techdocs-cli+community+mkdocs-techdocs-core+software-templates+mkdocs-monorepo-plugin+techdocs-container+upgrade-helper-diff+demo+upgrade-helper,14249,6793,2230,3095,883,277,4343,Backstage,backstage.io
cloudfoundry,cf-k8s-controllers+cloud_controller_ng+app-autoscaler+cf-k8s-api+uaa+app-autoscaler-release+cf-crd-explorations+bosh-linux-stemcell-builder+python-buildpack+cli+bosh-deployment+community+bosh-agent+capi-release+cf-deployment+bosh+cf-for-k8s+routing-release+dotnet-core-buildpack+app-autoscaler-ci+bosh-vsphere-cpi-release+uaa-release+nodejs-buildpack+cf-networking-release+ruby-buildpack+bosh-bootloader+diego-release+go-buildpack+php-buildpack+docs-dev-guide+staticfile-buildpack+r-buildpack+java-buildpack+capi-k8s-release+buildpacks-ci+gorouter+nginx-buildpack+garden-runc-release+bosh-cli+persi-ci+docs-cf-admin+cf-acceptance-tests+cf-java-client+silk-release+docs-bosh+hwc-buildpack+bosh-aws-cpi-release+log-cache-release+bosh-azure-cpi-release+apt-buildpack+cf-networking-helpers+binary-buildpack+bosh-dns-release+docs-book-cloudfoundry+docs-loggregator+loggregator-agent-release+docs-cf-cli+docs-cloudfoundry-concepts+bpm-release+cli-plugin-repo+bosh-virtualbox-cpi-release+bosh-openstack-cpi-release+mapfs+haproxy-boshrelease+buildpack-acceptance-tests+cf-deployment-concourse-tasks+bosh-warden-cpi-release+libbuildpack+docs-buildpacks+homebrew-tap+grootfs+bosh-google-cpi-release+docs-running-cf+bosh-community-stemcell-ci-infra+lager+buildpacks-github-config+cf-uaac+go-log-cache+fluent-plugin-syslog_rfc5424+go-diodes+java-buildpack-auto-reconfiguration+blackbox,15164,4126,2498,5856,1339,268,7201,Cloud Foundry,cloudfoundry.org
