org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,514151,439946,72701,74205,72701,4611,814,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi,kubernetes+website+cluster-api+test-infra+enhancements+minikube+cluster-api-provider-azure+cloud-provider-azure+ingress-nginx+cluster-api-provider-aws+kops+kubespray+kueue+k8s.io+kubebuilder+community+vsphere-csi-driver+gateway-api+kustomize+autoscaler+org+kind+azuredisk-csi-driver+external-dns+aws-load-balancer-controller+descheduler+security-profiles-operator+krew-index+dashboard+cluster-api-provider-vsphere+cluster-api-provider-openstack+ingress-gce+kui+image-builder+node-feature-discovery+cloud-provider-openstack+controller-runtime+metrics-server+sig-release+release+aws-ebs-csi-driver+kube-state-metrics+cluster-api-provider-ibmcloud+kernel-module-management+scheduler-plugins+kube-scheduler-simulator+perf-tests+cluster-api-provider-gcp+python+secrets-store-csi-driver+cloud-provider-aws+gcp-compute-persistent-disk-csi-driver+azurefile-csi-driver+java+aws-efs-csi-driver+csharp+kubectl+gcp-filestore-csi-driver+cloud-provider-gcp+kpng+kwok+kubeadm+apiserver-network-proxy+cluster-api-provider-cloudstack+cluster-api-provider-kubevirt+external-snapshotter+cli-utils+hierarchical-namespaces+blob-csi-driver+external-provisioner+contributor-site+aws-iam-authenticator+ibm-powervs-block-csi-driver+csi-driver-smb+javascript+kube-openapi+cri-tools+git-sync+controller-tools+cloud-provider-vsphere+oci-proxy+bom+client-go+e2e-framework+promo-tools+steering+contributor-playground+csi-proxy+cluster-api-provider-nested+kubebuilder-declarative-pattern+csi-driver-nfs+sig-windows-tools+contributor-tweets+release-sdk+cluster-api-provider-digitalocean+alibaba-cloud-csi-driver+node-problem-detector+network-policy-api+zeitgeist+cluster-api-provider-packet+sig-security+sig-storage-local-static-provisioner+nfs-subdir-external-provisioner+sig-windows-dev-tools+docs+node-driver-registrar+node-feature-discovery-operator+kompose+apiserver+dns+krew+cloud-provider-huaweicloud+c+release-notes+prometheus-adapter+utils+boskos+csi-driver-host-path+aws-fsx-csi-driver+external-resizer+kubetest2+cli-experimental+external-attacher+etcdadm+kubefed+cluster-api-provider-kubemark+ibm-vpc-block-csi-driver+csi-driver-iscsi+downloadkubernetes+lwkd+azurelustre-csi-driver+csi-release-tools+windows-testing+cloud-provider-alibaba-cloud+prow+windows-gmsa+custom-metrics-apiserver+livenessprobe+cluster-api-operator+cloud-provider+registry.k8s.io+volume-data-source-validator+apiextensions-apiserver+apimachinery+structured-merge-diff+api+lib-volume-populator+external-health-monitor+legacy-cloud-providers+component-base+reference-docs+service-catalog+csi-test+release-utils+work-api+code-generator+windows-operational-readiness+kube-aggregator+committee-security-response+sample-apiserver+gengo+pod-security-admission+krm-functions-registry+sig-storage-lib-external-provisioner+csi-lib-utils+controller-manager+examples+sample-controller+cli-runtime+funding+release-team-shadow-stats+kubelet+publishing-bot+aws-encryption-provider+apiserver-runtime+wg-policy-prototypes+nfs-ganesha-server-and-external-provisioner+metrics+logtools+apiserver-builder-alpha+kube-controller-manager+minibroker+kube-proxy+csi-driver-nvmf+sample-cli-plugin+cluster-proportional-autoscaler+kube-scheduler+ip-masq-agent+component-helpers+csi-translation-lib+container-object-storage-interface-controller+kube-batch+python-base+pspmigrator+tejolote+cluster-capacity+maintainers+gen+about-api+cri-api+container-object-storage-interface-provisioner-sidecar+cluster-bootstrap+contributor-katacoda+porche+csi-lib-iscsi+testgrid-json-exporter+cluster-addons+mount-utils+system-validators+ingress2gateway+haskell+mcs-api+ingress-controller-conformance+slack-infra+json+depstat+container-object-storage-interface-api+dashboard-metrics-scraper+kubebuilder-release-tools+iptables-wrappers+csi-driver-image-populator+container-object-storage-interface-spec+special-resource-operator+application+repo-infra+kube-storage-version-migrator+multi-tenancy+cluster-proportional-vertical-autoscaler+kubernetes-template-project+externalip-webhook+gluster-file-external-provisioner+go+mdtoc+sig-auth-tools+go-open-service-broker-client+sig-windows-samples+discuss-theme+kms+k8s-gsm-tools+csi-lib-fc+cloud-provider-sample+instrumentation-tools+dynamic-resource-allocation+minikube-gui+kubernetes-csi.github.io+noderesourcetopology-api+cosi-driver-sample+poseidon+sig-usability+cluster-driver-registrar+container-object-storage-interface-csi-adapter+driver-registrar+.github+execution-hook+sig-testing+legacyflag+dra-example-driver+instrumentation-addons+ruby,431996,329203,43323,38456,20537,3774,38933,Kubernetes,kubernetes.io
open-telemetry,opentelemetry-collector-contrib+opentelemetry-collector+opentelemetry-java-instrumentation+opentelemetry-python+opentelemetry-specification+opentelemetry-dotnet+opentelemetry.io+opentelemetry-dotnet-instrumentation+opentelemetry-js+opentelemetry-go+opentelemetry-java+opentelemetry-cpp+opentelemetry-js-contrib+opentelemetry-go-contrib+opentelemetry-dotnet-contrib+opentelemetry-python-contrib+opentelemetry-operator+opentelemetry-helm-charts+opentelemetry-demo+opentelemetry-php+opentelemetry-java-contrib+opentelemetry-ruby+community+opentelemetry-rust+opentelemetry-demo-webstore+opentelemetry-ruby-contrib+opentelemetry-erlang+oteps+opentelemetry-collector-releases+opentelemetry-proto+opentelemetry-cpp-contrib+opentelemetry-lambda+opentelemetry-erlang-contrib+opamp-go+opentelemetry-log-collection+opentelemetry-go-build-tools+opamp-spec+build-tools+opentelemetry-php-contrib+opentelemetry-js-api+opentelemetry-swift+opentelemetry-ebpf+opentelemetry-java-docs+opentelemetry-go-instrumentation+docs-cn+opentelemetry-proto-go+experimental-arrow-collector+opentelemetry-php-instrumentation+opentelemetry-sandbox-web-js+opamp-java+opentelemetry-sqlcommenter+wg-prometheus+docs-ja+assign-reviewers-action+.github+opentelemetry-proto-java+experimental-arrow-proto+opentelemetry-profiling,154200,89758,29848,19175,13698,1288,20896,OpenTelemetry,opentelemetry.io
cncf+crosscloudci,glossary+cnf-testsuite+landscape+k8s-conformance+clomonitor+toc+gitdm+tag-security+cncf.io+devstats+mentoring+foundation+tag-contributor-strategy+landscapeapp+cncf-fuzzing+kubernetes-community-days+landscape-graph+apisnoop+people+artwork+tag-app-delivery+techdocs+cnf-wg+cnf-certification+gitvote+cluster+credits+clotributor+tag-env-sustainability+xds+wg-env-sustainability+contribute+cartografos+tag-observability+velocity+shopify-theme+devstats-docker-images+sandbox+project-template+tag-runtime+devstats-helm+cloud-native-community-cookbook+curriculum+web-landscape+ambassadors+presentations+tag-storage+wg-coc+memorials+servicedesk+awards+surveys+devstatscode+ci-dashboard+svg-autocrop-serverless+financial-user-group+tag-network+research-user-group+devstats-reports+svg-autocrop+radar+cnf-conformance+cnf-testbed+devstats-k8s-lf+env-sustainability-wg+chaosengineering-wg+students+enduser-public+clo-ui+k8s-infra+wg-serverless+cla+telecom-user-group+trailmap+communitygroups+udpa+prometheus-conformance+transportation-user-group+crossplane-conformance+cloudnativetv+hh-gs+wg-ci+sig-security-events+wg-cocc+china-video-block+hugo-netlify-starter+foundation-starter-kit,34943,13869,8901,8817,2760,1268,9413,CNCF,www.cncf.io
argoproj+argoproj-labs,argo-cd+argo-workflows+argo-helm+argo-events+argo-rollouts+hera-workflows+argocd-operator+argocd-vault-plugin+argocd-image-updater+applicationset+argoproj-deployments+argocd-autopilot+argoproj+gitops-engine+notifications-engine+argo-ui+argo-dataflow+pkg+rollout-extension+argo-workflows-events-workshop+argocd-notifications+argocd-example-apps+argo-site+argo-cloudops+argocd-extensions+argocd-extension-metrics+applicationset+argocd-example-extension+argocd-interlace+argo-schema-generator+katacoda-scenarios+homebrew-tap+argoproj.github.io+community+rollouts-demo+argoverse+.github+argo-events-client-java+argo-workflows-catalog+gordian+argo-metaverse+appsource+argocd-metric-ext-server+argo-eventbus+argocd-bot+test-repo+argo-kube-notifier+argo-workflows-hello-plugin+old-argo-dataflow+test-repo-w-submodule+argo-workflows-hello-executor-plugin+multi-cluster-kubernetes+argo-workflows-slack-plugin+argo-conformance-program,48623,25645,8447,7740,6055,858,8476,Argo,argoproj.github.io
hyperledger+hyperledger-labs,iroha+besu+aries-framework-javascript+firefly+fabric+cactus+aries-cloudagent-python+fabric-token-sdk+aries-vcx+solang+aries-mobile-agent-react-native+fabric-smart-client+solang+iroha-2-docs+fabric-samples+aries-agent-test-harness+aries-framework-go+weaver-dlt-interoperability+besu-docs+bevel+caliper+blockchain-carbon-accounting+fabric-gateway+grid+orion-server+fabric-operations-console+fabric-docs-i18n+business-partner-agent+go-perun+aries-framework-javascript-ext+hlf-operator+cello+iroha-java+acapy-java-client+firefly-ui+yui-ibc-solidity+fabric-protos+firefly-cli+grid-docs+firefly-tokens-erc20-erc721+fabric-sdk-node+caliper-benchmarks+sawtooth-docs+indy-node+indy-sdk+fabric-test+aries-rfcs+firefly-sandbox+aries-mobile-test-harness+fablo+firefly-transaction-manager+hlf-connector+fabric-private-chaincode+private-data-objects+indy-node-container+orion-sdk-go+aries-framework-go-ext+fabric-operator+indy-vdr+fabric-sdk-java+PerformanceSandBox+fabric-ca+indy-did-method+firefly-helm-charts+iroha-javascript+fabric-chaincode-java+firefly-evmconnect+firefly-tokens-erc1155+besu-native+firefly-ethconnect+indy-plenum+anoncreds-rs+aries-javascript-docs+firefly-sdk-nodejs+fabric-gateway-java+fabric-chaincode-node+aries-toolbox+tsc+anoncreds-spec+iroha-python+indy-sdk-react-native+perun-doc+minifabric+firefly-perf-cli+firefly-signer+minbft+fabric-opssc+aries-framework-dotnet+perun-eth-backend+firefly-fabconnect+business-partner-agent-chart+aries-askar+fabric-sdk-go+mirbft+fabric-contract-api-go+aries-acapy-controllers+firefly-dataexchange-https+fabric-machine+ursa+sawtooth-core+yui-relayer+fabric-sdk-py+indy-shared-gha+nft-auction+aries-mediator-service+fabric-builder-k8s+university-course+aries-mobile-agent-xamarin+aries-acapy-plugin-toolbox+blockchain-explorer+aries-framework-swift+yui-corda-ibc+perun-eth-contracts+indy-test-automation+indy-node-monitor+fabric-chaincode-go+yui-fabric-ibc+governance+yui-docs+fabric-protos-go+sawtooth-sdk-python+bdls+blockchain-verifier+mosaique-decentralized-workflows+tf-security+blockchain-explorer+indy-shared-rs+firefly-samples+sawtooth-sdk-go+ursa-python+sawtooth-sdk-java+sawtooth-pbft+perun-node+aries-endorser-service+homebrew-solang+nft-community-footprint+fabric-cli,77255,36471,18498,12255,8692,746,13594,Hyperledger,hyperledger.org
zephyrproject-rtos,zephyr+test_results+sdk-ng+gsoc-2022-arduino-core+gsoc-2022-thrift+west+hal_espressif+twister+zephyr-testing+docker-image+liblc3codec+zscilib+windows-curses+mipi-sys-t+rtos-benchmark+eclipse-plugin+docker-sdk-build+net-tools+openocd+action_scancode,94583,64169,16631,7617,6082,704,7701,Zephyr,www.zephyrproject.org
nodejs,node+nodejs.dev+undici+nodejs.org+build+TSC+node-gyp+docker-node+corepack+node-addon-api+admin+snap+node-v8+security-wg+diagnostics+loaders+next-10+Release+i18n+package-maintenance+citgm+llhttp+single-executable+node-core-utils+readable-stream+nodejs-dependency-vuln-assessments+llnode+gyp-next+performance+node-core-test+github-bot+tweet+tooling+unofficial-builds+remark-preset-lint-node+email+nan+loaders-test+build-toolchain-next+nodejs-ko+tap2junit+modules+abi-stable-node+node-addon-examples+create-node-meeting-artifacts+postject+changelog-maker+uvwasi+core-validate-commit+reliability+eslint-plugin-nodejs-internal+cjs-module-lexer+nodejs-collection+release-keys+branch-diff+meeting-picker+llparse+full-icu-npm+node-api-headers+devcontainer+.github+make-node-meeting,66948,43800,8566,6612,5697,702,8885,Node.js,nodejs.org
backstage,backstage+actions+tempo+mkdocs-techdocs-core+versions+charts+community+mkdocs-monorepo-plugin+demo+upgrade-helper-diff+software-templates+techdocs-container+backend-system-exploration,43141,18583,6938,12959,2061,631,15559,Backstage,backstage.io
jenkinsci,bom+lockable-resources-plugin+acceptance-test-harness+opentelemetry-plugin+docker+configuration-as-code-plugin+helm-charts+code-coverage-api-plugin+peass-ci-plugin+jenkins-test-harness+packaging+platformlabeler-plugin+design-library-plugin+pipeline-graph-view-plugin+maven-hpi-plugin+winstone+plugin-pom+docker-inbound-agent+bitbucket-branch-source-plugin+junit-plugin+nexus-platform-plugin+gitlab-plugin+azure-ad-plugin+JenkinsPipelineUnit+nested-data-reporting-plugin+docker-agent+jobcacher-plugin+datadog-plugin+oic-auth-plugin+dark-theme-plugin+archetypes+gitlab-branch-source-plugin+docker-plugin+jira-plugin+stapler+docker-ssh-agent+amazon-ecs-plugin+custom-folder-icon-plugin+checkmarx-ast-scanner-plugin+plugin-compat-tester+plugin-installation-manager-tool+atlassian-jira-software-cloud-plugin+autify-plugin+conventional-commits-plugin+aws-secrets-manager-credentials-provider-plugin+idea-stapler-plugin+sonar-gerrit-plugin+build-timeout-plugin+hashicorp-vault-plugin+office-365-connector-plugin+azure-vm-agents-plugin+uipath-automation-package-plugin+embeddable-build-status-plugin+theme-manager-plugin+dingtalk-plugin+hetzner-cloud-plugin+jenkins-infra-test-plugin+.github+slack-plugin+azure-container-agents-plugin+oidc-provider-plugin+generic-webhook-trigger-plugin+bitbucket-push-and-pull-request-plugin+lib-file-leak-detector+jenkins-charm+checks-api-plugin+junit-sql-storage-plugin+sshd-plugin+jenkinsfile-runner+aws-secrets-manager-secret-source-plugin+sidebar-link-plugin+material-theme-plugin+tekton-client-plugin+ecu-test-execution-plugin+file-parameters-plugin+stashnotifier-plugin+snyk-security-scanner-plugin+build-discarder-plugin+azure-keyvault-plugin+github-pr-comment-build-plugin+rest-list-parameter-plugin+commons-lang3-api-plugin+urltrigger-plugin+configurationslicing-plugin+openshift-k8s-credentials-plugin+google-storage-plugin+azure-credentials-plugin+junit-realtime-test-reporter-plugin+dashboard-view-plugin+dependency-track-plugin+extended-choice-parameter-plugin+github-checks-plugin+cucumber-reports-plugin+azure-storage-plugin+google-compute-engine-plugin+database-plugin+ionicons-api-plugin+lib-mock-javamail+badge-plugin+git-changelog-plugin+ansicolor-plugin+pipeline-project-env-plugin+groovy-sandbox+ui-samples-plugin+sonic-ci-helper-plugin+simple-theme-plugin+fortify-plugin+ghprb-plugin+remote-file-plugin+eiffel-broadcaster-plugin+junit-attachments-plugin+artifact-repository-parameter-plugin+amazon-ecr-plugin+jwt-auth-plugin+in-toto-plugin+cobertura-plugin+plasticscm-plugin+keeper-secrets-manager-plugin+incrementals-tools+core-pr-tester+ivy-plugin+syslog-java-client+mac-plugin+zap-pipeline-plugin+ca-mat-performance-benchmarking-by-broadcom-plugin+maven-artifact-choicelistprovider-plugin+openstack-cloud-plugin+google-oauth-plugin+generic-event-plugin+aws-credentials-plugin+build-history-manager-plugin+minio-plugin+gitea-checks-plugin+onepassword-secrets-plugin+winp+bridge-method-injector+proxmox-plugin+git-push-plugin+jms-messaging-plugin+jobtag-plugin+commons-text-api-plugin+fstrigger-plugin+azure-artifact-manager-plugin+build-history-metrics-plugin+jfr-action-doc+apimap-plugin+google-kubernetes-engine-plugin+kubernetes-cd-plugin+gradle-jte-plugin+horreum-plugin+wxwork-notification-plugin+jfrog-plugin+config-driven-pipeline-plugin+matrix-groovy-execution-strategy-plugin+enhanced-metrics-plugin+build-time-blame-plugin+jenkinsfile-runner-github-actions+localization-zh-cn-plugin+osf-builder-suite-for-sfcc-deploy-plugin+audit-log-plugin+aws-sam-plugin+custom-war-packager+venafi-codesigning-plugin+lucene-search-plugin+docker-inbound-agents+pipeline-as-yaml-plugin+enhanced-old-build-discarder-plugin+servicenow-cicd-plugin+core-changelog-generator+venafi-vcert-plugin+sig-ux+pipeline-restful-api-plugin,37327,12993,9039,11094,2887,497,12408,Jenkins,jenkins.io
