org,repo,activity,comments,prs,commits,issues,authors,project,url
kubernetes+kubernetes-incubator+kubernetes-client+GoogleCloudPlatform,kubernetes+test-infra+kubernetes.github.io+kops+charts+cri-o+helm+ingress+service-catalog+community+minikube+dashboard+kube-aws+website+kubeadm+bootkube+heapster+kubespray+contrib+features+cri-containerd+external-storage+external-dns+kargo+autoscaler+kompose+ingress-nginx+kube-state-metrics+client-python+client-go+release+cri-tools+federation+frakti+kompose+kubernetes-anywhere+dns+kube-deploy+kubectl+java+examples+cluster-registry+apiserver-builder+ingress-gce+node-problem-detector+gengo+k8s.io+cluster-capacity+perf-tests+rktlet+kubernetes-docs-cn+csharp+kube-arbitrator+sig-release+repo-infra+git-sync+gen+descheduler+utils+apimachinery+python-base+nfs-provisioner+metrics-server+kube-openapi+code-generator+apiserver+node-feature-discovery+apiextensions-apiserver+reference-docs+typescript+sample-apiserver+cluster-proportional-autoscaler+steering+metrics+kube-mesos-framework+spartakus+api+kube-aggregator+publishing-bot+kubernetes-bootcamp+ip-masq-agent+haskell+kubernetes-template-project+ruby+cluster-proportional-vertical-autoscaler+custom-metrics-apiserver+sample-controller+community+javascript+md-check+common+kube-ui+kubernetes-workshops+application-images+go-base,397649,283606,59943,20624,33476,2525,Kubernetes,kubernetes.io
prometheus,prometheus+alertmanager+node_exporter+docs+snmp_exporter+blackbox_exporter+tsdb+client_java+jmx_exporter+client_python+client_golang+mysqld_exporter+prometheus.github.io+statsd_exporter+pushgateway+common+procfs+cloudwatch_exporter+client_ruby+promu+consul_exporter+haproxy_exporter+prombench+prom2json+golang-builder+graphite_exporter+influxdb_exporter+collectd_exporter+client_model+nagios_plugins+memcached_exporter+busybox+promdash+demo,27805,16025,4305,3527,3948,460,Prometheus,prometheus.io
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc-gateway+grpc.github.io+grpc-swift+go-grpc-middleware+grpc-node+proposal+polyglot+grpc-opentracing+grpc-haskell+go-grpc-prometheus+grpc-docker-library+grpc-httpjson-transcoding+grpc-experiments+homebrew-grpc+grpc-proto+grift+grpc-contrib+java-grpc-prometheus+grpc-exchange-o-gram+meetup-kit+grpc-php,40847,21435,9350,4235,5827,397,gRPC,grpc.io
fluent,fluentd+fluent-bit+fluentd-docs+fluent-plugin-kafka+fluentd-kubernetes-daemonset+fluentd-docker-image+fluent-logger-python+fluentd-website+fluent-logger-node+fluent-bit-docs+fluent-plugin-s3+fluent-plugin-rewrite-tag-filter+fluent-plugin-webhdfs+fluent-plugin-grok-parser+kafka-connect-fluentd+fluent-bit-kubernetes-daemonset+fluent-bit-docker-image+fluent-plugin-mongo+fluent-logger-golang+fluent-plugin-windows-eventlog+fluent-logger-ruby+fluent-plugin-sql+fluent-logger-perl+fluent-bit-kubernetes-logging+fluent-bit-go+fluent-logger-scala+fluent-logger-java+fluentd-ui+NLog.Targets.Fluentd+fluent-plugin-prometheus+fluent-logger-php+fluentd-forwarder+fluent-bit-packaging+fluent-plugin-flume+fluentd-benchmark+data-collection+fluent-plugin-multiprocess+nginx-fluentd-module+fluent-plugin-scribe+fluentd-docs-kubernetes,8897,4068,1528,2112,1189,168,Fluentd,fluentd.org
lyft+envoyproxy,envoy+envoy+data-plane-api+envoyproxy.github.io+go-control-plane+envoy-filter-example,14628,6059,3396,4109,1064,131,Envoy,github.com/envoyproxy
containerd+docker,containerd+containerd+continuity+cgroups+go-runc+console+btrfs+aufs+fifo+zfs+typeurl,10143,5712,2535,1141,755,101,containerd,containerd.io
opentracing,opentracing-java+specification+opentracing-cpp+opentracing.io+opentracing-php+opentracing-javascript+opentracing-go+opentracing-python+opentracing-csharp+opentracing-java-v030+opentracing-ruby+basictracer-python+opentracing-objc+basictracer-go+contrib+documentation+basictracer-javascript+basictracer-csharp,3869,2465,601,473,330,74,OpenTracing,opentracing.io
linkerd,linkerd+linkerd-examples+linkerd-tcp+tacho+linkerd-viz+linkerd-zipkin+linkerd-inject+namerctl+rustup-nightly-docker,6175,2253,1164,1887,871,66,linkerd,linkerd.io
coredns,coredns+coredns.io+deployment+forward+perf-tests+blog.coredns.io+new.coredns.io+ci+grpc+distributed+example+presentations+coredns-grpc+logo,5902,2717,1167,1303,715,66,CoreDNS,coredns.io
rkt+coreos,rkt+rkt+rkt-builder+stage1-xen,2498,1588,425,184,301,59,rkt,github.com/rkt/rkt
uber+jaegertracing,jaeger+jaeger+jaeger-ui+jaeger-kubernetes+jaeger-client-java+jaeger-openshift+jaeger-client-go+jaeger-client-node+cpp-client+jaeger-client-python+spark-dependencies+jaeger-lib+xdock-zipkin-brave+jaeger-idl,5694,2506,1193,1298,697,56,Jaeger,jaeger.readthedocs.io/en/latest/
containernetworking,cni+plugins,1858,1141,398,157,162,50,CNI,github.com/containernetworking
docker+theupdateframework,notary+notary,1385,891,208,103,183,32,Notary,theupdateframework/notary
theupdateframework,tuf+taps+specification,1350,519,342,391,98,21,TUF,theupdateframework.com
