org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,249316,210229,33150,39087,33150,3180,416,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi+kubernetes-security,kubernetes+website+test-infra+enhancements+minikube+cluster-api+vsphere-csi-driver+kops+k8s.io+kubespray+ingress-nginx+community+cluster-api-provider-azure+kustomize+kind+cluster-api-provider-aws+kubebuilder+cloud-provider-openstack+org+perf-tests+controller-runtime+aws-load-balancer-controller+cluster-api-provider-openstack+aws-ebs-csi-driver+autoscaler+security-profiles-operator+release+dashboard+external-dns+image-builder+azuredisk-csi-driver+gateway-api+sig-release+aws-efs-csi-driver+java+secrets-store-csi-driver+kubeadm+cloud-provider-azure+kube-state-metrics+descheduler+azurefile-csi-driver+node-feature-discovery+multi-tenancy+metrics-server+python+ingress-gce+external-provisioner+gcp-compute-persistent-disk-csi-driver+blob-csi-driver+cluster-api-provider-vsphere+scheduler-plugins+csharp+node-problem-detector+csi-driver-smb+cluster-api-provider-nested+kubefed+apiserver-network-proxy+csi-driver-host-path+git-sync+javascript+external-snapshotter+service-apis+nfs-subdir-external-provisioner+kubetest2+cloud-provider-gcp+cloud-provider-vsphere+client-go+csi-driver-nfs+cloud-provider-aws+csi-proxy+reference-docs+cli-experimental+klog+cli-utils+hierarchical-namespaces+prometheus-adapter+dns+cri-tools+controller-tools+container-object-storage-interface-provisioner-sidecar+wg-policy-prototypes+kpng+csi-test+krew+container-object-storage-interface-api+container-object-storage-interface-controller+etcdadm+kompose+krew-index+kui+contributor-playground+kubectl+k8s-container-image-promoter+docs+gcp-filestore-csi-driver+cluster-api-provider-gcp+csi-release-tools+node-feature-discovery-operator+alibaba-cloud-csi-driver+windows-testing+apiserver+python-base+cluster-api-provider-digitalocean+container-object-storage-interface-spec+kube-openapi+structured-merge-diff+e2e-framework+steering+service-catalog+boskos+container-object-storage-interface-csi-adapter+c+external-resizer+external-attacher+utils+publishing-bot+csi-driver-iscsi+zeitgeist+depstat+nfs-ganesha-server-and-external-provisioner+node-driver-registrar+kubebuilder-declarative-pattern+legacy-cloud-providers+cluster-api-provider-ibmcloud+aws-fsx-csi-driver+sig-storage-local-static-provisioner+apimachinery+api+csi-lib-utils+code-generator+windows-gmsa+external-health-monitor+contributor-site+apiserver-runtime+sig-windows-tools+gen+aws-iam-authenticator+cloud-provider+contributor-tweets+apiextensions-apiserver+cloud-provider-alibaba-cloud+release-utils+repo-infra+kubelet+downloadkubernetes+component-base+kube-aggregator+release-notes+apiserver-builder-alpha+cluster-api-provider-packet+slack-infra+cli-runtime+network-policy-api+csi-translation-lib+sample-apiserver+controller-manager+kube-storage-version-migrator+yaml+funding+livenessprobe+kube-controller-manager+kube-proxy+sample-controller+kube-scheduler+work-api+sample-cli-plugin+system-validators+metrics+volume-data-source-validator+sig-storage-lib-external-provisioner+examples+dashboard-metrics-scraper+component-helpers+contributor-site+cluster-bootstrap+custom-metrics-apiserver+security+gengo+haskell+cri-api+bootkube+cosi-driver-sample+minibroker+cluster-proportional-autoscaler+ingress-controller-conformance+kubebuilder-release-tools+mount-utils+cvelist-public+application+instrumentation-addons+mcs-api+ip-masq-agent+cluster-capacity+kube-batch+cluster-addons+aws-encryption-provider+ruby+sig-windows-dev-tools+externalip-webhook+drivers+cluster-api-provider-kubemark+cluster-registry+csi-lib-iscsi+cosi-driver-minio+csi-driver-image-populator+sig-usability+cloud-provider-huaweicloud+pod-security-admission+cluster-proportional-vertical-autoscaler+sig-windows-samples+instrumentation-tools+.github+kubectl-check-ownerreferences+cloud-provider-baiducloud+lib-volume-populator+go-open-service-broker-client+mdtoc+cluster-api-bootstrap-provider-kubeadm+poseidon+discuss-theme+sig-testing+perl+cluster-api-provider-docker+kubernetes-template-project+about-api+iptables-wrappers+.github+instrumentation+go+node-api,259009,200873,24896,27545,13471,2486,19769,Kubernetes,kubernetes.io
open-telemetry,opentelemetry-collector-contrib+opentelemetry-java-instrumentation+opentelemetry-collector+opentelemetry-java+opentelemetry-python+opentelemetry-specification+opentelemetry-go+opentelemetry-js+opentelemetry-dotnet+opentelemetry-cpp+opentelemetry-python-contrib+opentelemetry-ruby+opentelemetry-js-contrib+opentelemetry-dotnet-instrumentation+opentelemetry-go-contrib+opentelemetry-rust+community+opentelemetry-log-collection+opentelemetry.io+opentelemetry-operator+opentelemetry-php+opentelemetry-dotnet-contrib+opentelemetry-js-api+opentelemetry-proto+opentelemetry-swift+opentelemetry-erlang+opentelemetry-lambda+opentelemetry-cpp-contrib+opentelemetry-collector-builder+build-tools+oteps+wg-prometheus+opentelemetry-helm-charts+docs-cn+opentelemetry-java-contrib+opentelemetry-proto-go+docs-ja+opentelemetry-php-contrib+opentelemetry-go-vanityurls+opentelemetry-lambda-extension,70839,38884,13743,10743,5536,649,12676,OpenTelemetry,opentelemetry.io
cncf+crosscloudci,k8s-conformance+landscape+toc+cnf-conformance+cnf-wg+tag-security+cnf-testsuite+sig-security+landscapeapp+glossary+sig-app-delivery+kubernetes-community-days+podtato-head+cncf.io+gitdm+devstats+mentoring+apisnoop+artwork+sig-contributor-strategy+cluster+project-template+radar+xds+foundation+tag-app-delivery+tag-contributor-strategy+crossplane-conformance+wp-mu-plugins+tag-observability+devstats-docker-images+techdocs+contribute+fluentd-configuration+cloud-native-community-cookbook+prometheus-configuration+devstatscode+cloudnativetv+velocity+ospolandscape+ci-dashboard+memorials+devstats-helm+k8s-infra+presentations+udpa+research-user-group+ci_status_repository+prometheus-conformance+communitygroups+envoy-configuration+coredns-configuration+servicedesk+telecom-user-group+devstats-reports+sig-runtime+ambassadors+sig-network+cncf-branding+etcd-configuration+surveys+jaeger-configuration+crosscloudci+curriculum+tuf-configuration+wg-serverless+vitess-configuration+svg-autocrop+linkerd2-configuration+onap-so-configuration+ex_ci_proxy+cross-cloud+lf-landscapes+next.js+cartografos+sig-observability+web-landscape+tag-network+tag-storage+devstats-example+enduser-public+landscape-test+clone-page-tree+crosscloudci-trigger+awards+hugo-netlify-starter+kubernetes-configuration+tag-runtime+business-value+sig-storage+cnf-testbed+website+devstats-k8s-lf+financial-user-group+infra-provisioning+devstats-helm-lf+cla+gitlab-dashboard-updater+trailmap+site-boilerplate,16756,7236,3562,4590,1140,597,4818,CNCF,www.cncf.io
PaddlePaddle,Paddle+PaddleDetection+PaddleOCR+Paddle-Lite+PaddleNLP+PaddleClas+PaddleX+PaddleHub+PaddleSeg+FluidDoc+Serving+DeepSpeech+PaddleVideo+models+PARL+PaddleSlim+PaddleGAN+X2Paddle+PaddleRec+PGL+Paddle2ONNX+Paddle.js+ERNIE+Parakeet+VisualDL+Research,60808,28243,16543,8242,7658,479,8364,PaddlePaddle,paddlepaddle.org
argoproj+argoproj-labs,argo-workflows+argo-cd+argo+argo-helm+argo-rollouts+argo-events+applicationset+argocd-operator+argocd-notifications+argocd-autopilot+argocd-image-updater+gitops-engine+argoproj+argo-dataflow+argoproj-deployments+notifications-engine+argo-ui+pkg+argocd-example-apps+argo-python-dsl+argo-site+argo-client-python+rollouts-demo+katacoda-scenarios+argo-workflows-catalog+argo-client-java+argo-workflows-operator+argoproj.github.io+argo-eventbus+friends+argo-client-gen+argo-kube-notifier+gordian+argocd-extensions+argocd-bot+argo-events-client-java+ksonnet2kustomize+argo-cd-tokens,24810,12372,4346,4537,3333,454,4759,Argo,argoproj.github.io
zephyrproject-rtos,zephyr+west,41837,28353,7279,3035,3161,416,3044,Zephyr,www.zephyrproject.org
nodejs,node+undici+nodejs.dev+build+nodejs.org+node-gyp+node-addon-api+TSC+nodejs-ko+docker-node+citgm+llhttp+security-wg,33982,22355,4859,3191,2771,390,3997,Node.js,nodejs.org
hyperledger+hyperledger-labs,besu+cactus+iroha+aries-cloudagent-python+aries-framework-go+aries-framework-javascript+grid+blockchain-automation-framework+business-partner-agent+besu-docs+aries-rfcs+go-perun+fabric-docs-i18n+blockchain-carbon-accounting+aries-agent-test-harness+minifabric+burrow+fabric-private-chaincode+weaver-dlt-interoperability+solang+aries-framework-go-ext+indy-node+indy-plenum+indy-sdk+cello+caliper+aries-mobile-agent-react-native,23899,11255,6181,3055,3160,307,3303,Hyperledger,hyperledger.org
operator-framework,community-operators+operator-sdk+operator-lifecycle-manager+operator-registry+olm-docs+enhancements+operator-test-playbooks+operator-marketplace+api+kubectl-operator+java-operator-plugins+operator-lib+audit+index-mermaid-graph+operatorhub.io+awesome-operators+java-operator+operator-sdk-ansible-util+helm-operator-plugins+operator-framework.io+tekton-scorecard-image+community+rukpak+olm-book+operator-courier+operator-manifest-tools+test,18588,10166,4784,2501,821,302,2817,Operator Framework,operatorhub.io
