org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,398429,335634,49655,62795,49655,3899,748,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-incubator+kubernetes-client+kubernetes-csi,kubernetes+website+test-infra+community+minikube+enhancements+kops+ingress-nginx+autoscaler+kubespray+federation-v2+kind+cluster-api+kubeadm+kustomize+cluster-api-provider-aws+kubespray+org+dashboard+cloud-provider-openstack+perf-tests+service-catalog+sig-release+aws-alb-ingress-controller+controller-runtime+ingress-gce+kubebuilder+external-dns+cluster-api-provider-vsphere+kube-batch+kube-state-metrics+cluster-api-provider-openstack+contributor-playground+external-storage+java+gcp-compute-persistent-disk-csi-driver+python+kube-aws+external-provisioner+aws-ebs-csi-driver+k8s.io+release+javascript+cluster-api-provider-azure+cloud-provider-vsphere+controller-tools+metrics-server+kubectl+docs+cluster-api-provider-ibmcloud+cri-o+client-go+external-snapshotter+cloud-provider-azure+node-problem-detector+kubefed+aws-iam-authenticator+kubeadm-dind-cluster+node-feature-discovery+publishing-bot+csi-test+external-attacher+kube-openapi+steering+csharp+kompose+sig-storage-local-static-provisioner+dns+csi-driver-host-path+python-base+krew+kube-arbitrator+cri-tools+cluster-api-provider-gcp+git-sync+descheduler+contrib+klog+windows-testing+application+bootkube+heapster+node-feature-discovery+kubernetes-docs-ko+examples+poseidon+external-resizer+k8s-container-image-promoter+cluster-api-provider-docker+gen+drivers+driver-registrar+kubernetes-anywhere+kubebuilder-declarative-pattern+haskell+sig-storage-lib-external-provisioner+cloud-provider-alibaba-cloud+apiserver-builder+custom-metrics-apiserver+azurefile-csi-driver+azuredisk-csi-driver+cloud-provider-aws+contributor-site+cri-tools+gengo+security+ip-masq-agent+multi-tenancy+features+structured-merge-diff+cloud-provider-gcp+utils+kubernetes-docs-zh+apiserver+cli-experimental+repo-infra+krew-index+gcp-filestore-csi-driver+cluster-driver-registrar+cloud-provider+kube-storage-version-migrator+apimachinery+kubernetes-docs-ja+apiserver-builder-alpha+csi-lib-utils+sample-controller+apiextensions-apiserver+release-notes+node-driver-registrar+service-catalog+federation+code-generator+kube-aggregator+api+livenessprobe+sample-apiserver+ruby+csi-release-tools+cluster-api-provider-digitalocean+yaml+reference-docs+architecture-tracking+kube-deploy+vsphere-csi-driver+cluster-registry+csi-driver-nfs+aws-encryption-provider+etcdadm+metrics+go+addon-operators+cli-runtime+csi-driver-iscsi+volcano+cluster-proportional-autoscaler+apiserver-network-proxy+frakti+windows-gmsa+sample-cli-plugin+slack-infra+csi-driver-image-populator+csi-lib-iscsi+csi-api+aws-fsx-csi-driver+cluster-api-bootstrap-provider-kubeadm+kube-scheduler+kube-proxy+cluster-bootstrap+kube-controller-manager+node-api+testing_frameworks+csi-translation-lib+component-base+minibroker+kubelet+csi-driver-flex+aws-efs-csi-driver+dashboard-metrics-scraper+kubernetes-template-project+mutating-trace-admission-controller+legacy-cloud-providers+csi-driver-fibre-channel+cluster-capacity+kubernetes-csi-migration-library+cluster-proportional-vertical-autoscaler+perl+go-base+sig-windows-tools+cri-api+legacyflag+typescript+spartakus+kubernetes-csi.github.io+csi-lib-fc+cloud-provider-sample++funding+community+common+resources+kubernetes-bootcamp+node-feature-discovery-operator+execution-hook++relnotes,452774,351114,43347,36905,26684,3794,31629,Kubernetes,kubernetes.io
helm+kubernetes+kubernetes-helm,charts+helm+charts+chart-testing+monocular+helm-www+hub+chartmuseum+community+helm+chart-releaser+monocular+github-webhook-dco-labeler+query-store-quay-logs+chartmuseum+pull-sizer+rudder-appcontroller+docker-kubectl-helm-az+repo-audit+charts-check-pr-title+kubectl-helm-aws+helm-summit-notes+specs+rudder-federation+charts-tooling+get-helm+prow+charts-classic,63388,44110,9111,5431,4723,1777,5444,Helm,helm.sh
nodejs,node+i18n+nodejs.org+build+modules+node-gyp+security-wg+node-addon-api+docker-node+package-maintenance+admin+ecmascript-modules+TSC+nodejs.dev+citgm+bootstrap+community-committee+node-chakracore+summit+diagnostics+Release+website-redesign+node-v8+nodejs-ko+user-feedback+node-core-utils+llnode+readable-stream+nan+github-bot+website-prototype+mentorship+benchmarking+quic+repl+security-advisories,116772,77288,13535,16797,8185,1056,17764,Node.js,nodejs.org
cloudfoundry,cf-deployment+cli+bosh+cloud_controller_ng+uaa+capi-release+bosh-deployment+bosh-bootloader+docs-dev-guide+bosh-linux-stemcell-builder+docs-bosh+bosh-cli+bosh-vsphere-cpi-release+garden-runc-release+php-buildpack+diego-release+nodejs-buildpack+cf-networking-release+routing-release+java-buildpack+cf-acceptance-tests+bosh-agent+loggregator-release+docs-buildpacks+log-cache+gorouter+cf-java-client+bosh-softlayer-cpi-release+bosh-azure-cpi-release+uaa-release+cf-deployment-concourse-tasks+bosh-google-cpi-release+loggregator+cf-mysql-release,36309,11606,2744,15518,2714,556,19245,Cloud Foundry,cloudfoundry.org
prometheus,prometheus+tsdb+alertmanager+node_exporter+docs+client_golang+prombench+client_python+blackbox_exporter+snmp_exporter+procfs+statsd_exporter+client_java+jmx_exporter+mysqld_exporter+pushgateway+cloudwatch_exporter+common+graphite_exporter+client_ruby+promu+consul_exporter+haproxy_exporter+memcached_exporter+prom2json+golang-builder+influxdb_exporter+busybox+client_model+collectd_exporter+talks+test-infra+nagios_plugins+demo-site+prometheus_api_client_ruby+circleci,36488,24326,5347,3587,3523,530,3292,Prometheus,prometheus.io
cncf+crosscloudci,landscape+devstats+k8s-conformance+apisnoop+gitdm+toc+sig-security+cnf-testbed+cross-cloud+ambassadors+landscapeapp+cnfs+artwork+cncf-configuration+crosscloudci+cluster+ci-dashboard+soc+velocity+foundation+devstats-helm+devstats-docker-images+envoy-configuration+svg-autocrop+ci_status_repository+fluentd-configuration+presentations+devstats-example+devstats-helm-example+prometheus-configuration+kubernetes-configuration+crosscloudci-trigger+contribute+devstatscode+coredns-configuration+curriculum+wg-serverless+devstats-helm-lf+enduser-public+infra-provisioning+gitlab-dashboard-updater+devstats-reports+financial-user-group+devstats-k8s-lf+onap-so-configuration+devstats-helm-graphql+servicedesk+linkerd-configuration+trailmap+awards+sig-storage+cncf-branding+json2hat+telecom-user-group+cloud-native-days+cross-project+kubernetes-community-days+onap-demo+svg-website+wg-ci+devstats-docker-lf+wg-networking+artwork+china-video-block+docs-in-a-box+devstats-website+meetups+json2hat-helm+hnanalysis+clone-page-tree+devstats-kubernetes-dashboard+wg-storage+onap-ciservice+site-boilerplate+udpa-wg+landscape-trailmap+cla,20839,5733,3507,9228,1836,511,9763,CNCF,www.cncf.io
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc-node+grpc-dotnet+grpc-gateway+grpc-swift+grpc-web+grpc.github.io+grpc-dart+grpc-health-probe+proposal+go-grpc-middleware+awesome-grpc+grpc-proto+grpc.io+go-grpc-prometheus+grpc-experiments+polyglot+grpc-docker-library+grpc-httpjson-transcoding+java-grpc-prometheus+grpc-community+grpc-opentracing+grpc-php+grpc-contrib++grift+homebrew-grpc+grpc-exchange-o-gram+grpc-java-api-checker+grpc-haskell,51070,31880,9889,6010,4806,510,4495,gRPC,grpc.io
automotive-grade-linux,docs-agl,38000,24000,980,12814,915,504,12814,AGL,www.automotivelinux.org
jenkinsci,configuration-as-code-plugin+slack-plugin+google-compute-engine-plugin+bitbucket-branch-source-plugin+docker+gitlab-plugin+jenkinsfile-runner+ec2-fleet-plugin+office-365-connector-plugin+cucumber-reports-plugin+code-coverage-api-plugin+openstack-cloud-plugin+docker-plugin+localization-zh-cn-plugin+pipeline-aws-plugin+prometheus-plugin+custom-war-packager+audit-log-plugin+azure-ad-plugin+bitbucket-push-and-pull-request-plugin+amazon-ecs-plugin+stashnotifier-plugin+java-client-api+google-oauth-plugin+windows-azure-storage-plugin+jms-messaging-plugin+pipeline-github-plugin+github-autostatus-plugin+kubernetes-cd-plugin+docker-slave+lockable-resources-plugin+docker-jnlp-slave,19352,11623,2954,2387,2287,368,2488,Jenkins,jenkins.io
