org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,454083,387191,62426,66892,62426,4244,731,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi+kubernetes-security,kubernetes+website+cluster-api+test-infra+enhancements+minikube+kops+ingress-nginx+k8s.io+cluster-api-provider-azure+vsphere-csi-driver+community+kubespray+kustomize+cluster-api-provider-aws+kind+gateway-api+org+autoscaler+cluster-api-provider-openstack+aws-load-balancer-controller+cloud-provider-openstack+kubebuilder+security-profiles-operator+controller-runtime+aws-ebs-csi-driver+external-dns+release+perf-tests+dashboard+krew-index+secrets-store-csi-driver+kui+azuredisk-csi-driver+image-builder+node-feature-discovery+sig-release+java+cloud-provider-azure+metrics-server+scheduler-plugins+kubeadm+kube-state-metrics+ingress-gce+aws-efs-csi-driver+azurefile-csi-driver+descheduler+python+cluster-api-provider-vsphere+contributor-playground+kubectl+gcp-compute-persistent-disk-csi-driver+external-snapshotter+blob-csi-driver+csharp+cluster-api-provider-nested+multi-tenancy+k8s-container-image-promoter+external-provisioner+apiserver-network-proxy+csi-driver-smb+cli-utils+cloud-provider-gcp+node-problem-detector+javascript+cloud-provider-vsphere+git-sync+kubefed+cluster-api-provider-gcp+csi-driver-host-path+nfs-subdir-external-provisioner+client-go+kubetest2+klog+hierarchical-namespaces+cloud-provider-aws+docs+gcp-filestore-csi-driver+kompose+kpng+prometheus-adapter+e2e-framework+csi-driver-nfs+controller-tools+alibaba-cloud-csi-driver+node-feature-discovery-operator+csi-proxy+service-apis+reference-docs+kube-openapi+cluster-api-provider-ibmcloud+cri-tools+dns+cli-experimental+c+contributor-site+sig-windows-dev-tools+contributor-tweets+apiserver+csi-release-tools+etcdadm+krew+python-base+windows-testing+utils+wg-policy-prototypes+sig-storage-local-static-provisioner+nfs-ganesha-server-and-external-provisioner+cluster-api-provider-digitalocean+steering+sig-windows-tools+kubebuilder-declarative-pattern+node-driver-registrar+boskos+aws-fsx-csi-driver+depstat+external-attacher+service-catalog+aws-iam-authenticator+csi-test+structured-merge-diff+container-object-storage-interface-provisioner-sidecar+external-resizer+publishing-bot+downloadkubernetes+container-object-storage-interface-spec+legacy-cloud-providers+external-health-monitor+kube-scheduler-simulator+csi-driver-iscsi+code-generator+apimachinery+container-object-storage-interface-api+api+cluster-api-provider-packet+zeitgeist+apiextensions-apiserver+yaml+gen+cloud-provider+csi-lib-utils+livenessprobe+container-object-storage-interface-csi-adapter+cluster-api-provider-kubevirt+container-object-storage-interface-controller+release-notes+windows-gmsa+promo-tools+kubelet+cloud-provider-alibaba-cloud+kube-aggregator+component-base+apiserver-runtime+ibm-vpc-block-csi-driver+cli-runtime+sample-apiserver+repo-infra+controller-manager+kube-controller-manager+apiserver-builder-alpha+cluster-api-provider-kubemark+gengo+cluster-proportional-autoscaler+csi-translation-lib+funding+sig-security+kube-scheduler+sample-controller+kube-proxy+metrics+lwkd+volume-data-source-validator+release-utils+custom-metrics-apiserver+sample-cli-plugin+network-policy-api+kube-storage-version-migrator+work-api+component-helpers+slack-infra+aws-encryption-provider+sig-storage-lib-external-provisioner+examples+cluster-bootstrap+mount-utils+csi-lib-iscsi+pod-security-admission+cvelist-public+bom+system-validators+cluster-addons+release-sdk+cri-api+bootkube+security+dashboard-metrics-scraper+haskell+ip-masq-agent+contributor-site+ingress-controller-conformance+minibroker+mcs-api+cosi-driver-sample+lib-volume-populator+application+kubebuilder-release-tools+externalip-webhook+kube-batch+contributor-katacoda+sig-windows-samples+json+instrumentation-addons+cluster-capacity+cloud-provider-huaweicloud+ruby+instrumentation-tools+committee-security-response+csi-driver-image-populator+mdtoc+poseidon+sig-testing+kubectl-check-ownerreferences+cluster-api-bootstrap-provider-kubeadm+drivers+cluster-registry+iptables-wrappers+cosi-driver-minio+go-open-service-broker-client+sig-usability+cluster-proportional-vertical-autoscaler+discuss-theme+gluster-file-external-provisioner+.github+cloud-provider-baiducloud+csi-driver-nvmf+cloud-provider-sample+krm-functions-registry+design-proposals-archive+cluster-api-provider-docker+perl+kubernetes-template-project+frakti+k8s-gsm-tools+about-api+node-api+csi-lib-fc+.github+go+instrumentation,429878,331456,41400,48418,22583,3774,34439,Kubernetes,kubernetes.io
open-telemetry,opentelemetry-collector-contrib+opentelemetry-java-instrumentation+opentelemetry-collector+opentelemetry-java+opentelemetry-specification+opentelemetry-python+opentelemetry-dotnet+opentelemetry-js+opentelemetry-go+opentelemetry-python-contrib+opentelemetry-cpp+opentelemetry-js-contrib+opentelemetry-ruby+opentelemetry-go-contrib+opentelemetry-operator+opentelemetry-dotnet-instrumentation+opentelemetry.io+community+opentelemetry-php+opentelemetry-rust+opentelemetry-log-collection+oteps+opentelemetry-js-api+opentelemetry-dotnet-contrib+opentelemetry-erlang+opentelemetry-java-contrib+opentelemetry-proto+opentelemetry-swift+opentelemetry-lambda+opentelemetry-helm-charts+opentelemetry-cpp-contrib+wg-prometheus+build-tools+opentelemetry-collector-builder+opamp-spec+opentelemetry-erlang-contrib+opamp-go+docs-cn+opentelemetry-go-build-tools+opentelemetry-sqlcommenter+opentelemetry-proto-go+opentelemetry-collector-releases+opentelemetry-php-contrib+docs-ja+opentelemetry-go-vanityurls+opentelemetry-java-docs+opentelemetry-proto-java+assign-reviewers-action+.github+opentelemetry-lambda-extension,124313,70175,24292,17528,9755,980,20091,OpenTelemetry,opentelemetry.io
PaddlePaddle,Paddle+PaddleOCR+PaddleDetection+Paddle-Lite+PaddleNLP+PaddleClas+PaddleSeg+PaddleX+PaddleHub+Serving+DeepSpeech+docs+PaddleVideo+CINN+FluidDoc+awesome-DeepLearning+models+PARL+PaddleSlim+PaddleGAN+PaddleTest+Paddle2ONNX+PaddleRec+X2Paddle+PGL+Parakeet+PaddleSpeech+Paddle.js+FleetX+ERNIE+VisualDL+PaddleHelix+Paddle-Inference-Demo+PaddleFL+Research+Knover+PASSL+book+Paddle-Lite-Demo+InterpretDL+Contrib+Perf+PaddleSleeve+Quantum+RLSchool+PLSC+PaddleRobotics+RocketQA+paddle_upgrade_tool,123781,58767,34023,16351,14430,835,16561,PaddlePaddle,paddlepaddle.org
argoproj+argoproj-labs,argo-workflows+argo-cd+argo-rollouts+argo-helm+argo-dataflow+argo-events+argo+argocd-operator+applicationset+argocd-notifications+argoproj-deployments+argocd-autopilot+argocd-image-updater+argo-cloudops+argoproj+gitops-engine+argo-ui+notifications-engine+hera-workflows+argo-site+pkg+argo-conformance-program+argocon21+argocd-example-apps+appsource+katacoda-scenarios+argo-workflows-catalog+argo-client-python+argocd-extensions+rollouts-demo+argo-python-dsl+argoproj.github.io+argo-client-java+multi-cluster-kubernetes+argo-client-gen+homebrew-tap+argo-workflows-operator+friends+argocd-vault-plugin+argo-eventbus+rollout-extension+argo-kube-notifier+multi-cluster-kubernetes-api+community+advanced-argo-workflows-workshop+argocd-bot+community-contrib-docs+gordian+argocd-example-extension+amalgamated-kubernetes-api+argo-events-client-java+ksonnet2kustomize+multi-cluster+argo-cd-tokens,44208,21949,7792,8069,5992,765,8475,Argo,argoproj.github.io
hyperledger+hyperledger-labs,besu+iroha+cactus+fabric+aries-cloudagent-python+aries-framework-go+aries-framework-javascript+grid+go-perun+business-partner-agent+blockchain-automation-framework+aries-vcx+besu-docs+blockchain-carbon-accounting+aries-agent-test-harness+weaver-dlt-interoperability+fabric-gateway+solang+fabric-docs-i18n+minifabric+fabric-samples+aries-rfcs+fabric-smart-client+firefly+fabric-sdk-node+aries-mobile-agent-react-native+burrow+indy-node+aries-framework-go-ext+fabric-private-chaincode+firefly+fabric-token-sdk+indy-plenum+cello+orion-server+indy-sdk+aries-framework-javascript-ext+fabric-private-chaincode+iroha-java+caliper+perun-node+fabric-operations-console+firefly-cli+fabric-chaincode-java+fabric-test+fabric-ca+grid-docs+perun-doc+aries-toolbox+aries-acapy-plugin-toolbox+iroha-python+mirbft+sawtooth-lib+private-data-objects+fabric-chaincode-node+aries-framework-dotnet+orion-sdk-go+fabric-sdk-go+yui-relayer+avalon+sawtooth-core+firefly-fabconnect+firefly-ethconnect+fabric-sdk-java+yui-ibc-solidity+ursa+acapy-java-client+fabric-sdk-py+firefly-ethconnect+firefly-cli+firefly-tokens-erc1155+tsc+firefly-ui+iroha-javascript+aries-askar+firefly-ui+besu-native+minbft+aries-staticagent-python+indy-did-method+firefly-dataexchange-https+fabric-gateway-java+perun-eth-contracts+quilt+indy-sdk-react-native+TrustID+aries-acapy-controllers+aries-mobileagent-xamarin+indy-node-monitor+yui-corda-ibc+indy-vdr+caliper-benchmarks+aries-mobile-agent-xamarin+indy-test-automation+fabric-opssc+fabex+sawtooth-sdk-rust+sawtooth-docs+ursa-wrapper-go+blockchain-verifier+iroha-ios+fabric-machine+sawtooth-sdk-go+sawtooth-sdk-python+bevel+sawtooth-sdk-java+fabric-contract-api-go+umbra+firefly-fabconnect+firefly-samples+aries-mediator-service+sawtooth-poet+convector+firefly-dataexchange-https+sawtooth-sdk-cxx+citizens-pulse+sawtooth-pbft+aries-protocol-test-suite+pubsub-interop+sawtooth-sdk-javascript+ursa-docs,64283,28947,16818,9859,7810,696,10708,Hyperledger,hyperledger.org
nodejs,node+undici+nodejs.dev+nodejs.org+help+build+node-gyp+node-addon-api+TSC+docker-node+snap+nodejs-ko+i18n+admin+node-v8+citgm+remark-preset-lint-node+llhttp+next-10+loaders+diagnostics+package-maintenance+node-core-utils+Release+security-wg+gyp-next+tweet+abi-stable-node+community-committee+corepack+full-icu-npm+nan+unofficial-builds+mentorship+node-addon-examples+node-auto-test+readable-stream+node-inspect+changelog-maker+llnode+github-bot+uvwasi+release-keys+create-node-meeting-artifacts+email+node-report+node-api-headers+llparse+meeting-picker+repl+nodejs-dist-indexer+social-team+js-native-api-test+llparse-test-fixture+ci-config-travis+package-compliant,66772,40575,8843,8002,6486,643,10868,Node.js,nodejs.org
zephyrproject-rtos,zephyr+test_results+west+sdk-ng+hal_espressif+docker-image+ci-dockerfiles+openocd+windows-curses+swg-scripts+system-dt-playground+liblc3codec,73111,49415,13149,5768,4760,586,5787,Zephyr,www.zephyrproject.org
jenkinsci,helm-charts+docker+bom+kubernetes-operator+configuration-as-code-plugin+opentelemetry-plugin+datadog-plugin+bitbucket-branch-source-plugin+plugin-installation-manager-tool+pull-request-monitoring-plugin+azure-ad-plugin+conventional-commits-plugin+JenkinsPipelineUnit+tekton-client-plugin+gitlab-plugin+platformlabeler-plugin+templating-engine-plugin+code-coverage-api-plugin+checks-api-plugin+azure-vm-agents-plugin+prometheus-plugin+ec2-fleet-plugin+github-checks-plugin+aws-secrets-manager-credentials-provider-plugin+peass-ci-plugin+jenkinsfile-runner+jenkins-test-harness+bitbucket-push-and-pull-request-plugin+pipeline-graph-view-plugin+snyk-security-scanner-plugin+uipath-automation-package-plugin+gitlab-branch-source-plugin+docker-agent+nexus-platform-plugin+remoting-opentelemetry-plugin+archetypes+file-parameters-plugin+junit-plugin+ecutest-plugin+jira-plugin+docker-plugin+rest-list-parameter-plugin+remote-file-plugin+build-history-manager-plugin+eiffel-broadcaster-plugin+slack-plugin+nomad-plugin+azure-keyvault-plugin+docker-inbound-agent+azure-sdk-plugin+azure-storage-plugin+generic-webhook-trigger-plugin+office-365-connector-plugin+ansicolor-plugin+aws-credentials-plugin+openstack-cloud-plugin+.github+dependency-track-plugin+docker-ssh-agent+google-kubernetes-engine-plugin+mac-plugin+amazon-ecs-plugin+cucumber-reports-plugin+maven-artifact-choicelistprovider-plugin+xray-connector-plugin+lockable-resources-plugin+azure-container-agents-plugin+google-compute-engine-plugin+config-driven-pipeline-plugin+ghprb-plugin+theme-manager-plugin+genexus-plugin+dingtalk-plugin+conjur-credentials-plugin+kubernetes-cli-plugin+dark-theme-plugin+gradle-jpi-plugin+idea-stapler-plugin+google-oauth-plugin+kubernetes-cd-plugin+docker-swarm-plugin+pipeline-github-plugin+git-changelog-plugin+azure-artifact-manager-plugin+database-plugin+packaging+pipeline-aws-plugin+azure-credentials-plugin+codescene-plugin+custom-folder-icon-plugin+osf-builder-suite-for-sfcc-deploy-plugin+jjwt-api-plugin+google-storage-plugin+jenkins-charm+accelq-ci-connect-plugin+cloudevents-plugin+aws-codecommit-trigger-plugin+stashnotifier-plugin+build-name-setter-plugin+minio-plugin+github-pr-comment-build-plugin+jms-messaging-plugin+badge-plugin+npm-yarn-wrapper-steps-plugin+zap-pipeline-plugin+discord-notifier-plugin+plasticscm-plugin+aws-sam-plugin+cas-plugin+testrail-plugin+violation-comments-to-gitlab-plugin+cobertura-plugin+urltrigger-plugin+sqlplus-script-runner-plugin+snakeyaml-api-plugin+hetzner-cloud-plugin+categorized-view-plugin+build-discarder-plugin+build-time-blame-plugin+memkins+environment-dashboard-plugin+build-history-metrics-plugin+zulip-plugin+configurationslicing-plugin+windows-azure-storage-plugin+venafi-vcert-plugin+parallel-test-executor-plugin+core-changelog-generator+sidebar-link-plugin+cloud-stats-plugin+amazon-ecr-plugin+persistent-parameter-plugin+accurev-plugin+mesos-plugin+icon-shim-plugin+coding-webhook-plugin+sumologic-publisher-plugin+osf-builder-suite-for-sfcc-data-import-plugin+audit-log-plugin+cachet-gating-plugin+localization-zh-cn-plugin,27163,11433,5401,6311,3249,511,7080,Jenkins,jenkins.io
grpc+grpc-ecosystem,grpc+grpc-go+grpc-java+grpc-gateway+grpc-dotnet+grpc-node+proposal+grpc-swift+grpc.io+test-infra+go-grpc-middleware+grpc-dart+grpc-web+grpc-kotlin+protoc-gen-grpc-gateway-ts+grpc-health-probe+awesome-grpc+java-grpc-prometheus+grpc-httpjson-transcoding+grpc-ios+grpcdebug+grpc-proto+go-grpc-prometheus+grpc.github.io+grpc.io-docsy+grpc-community+grpc-php+grpc-docker-library+polyglot+grpc-cloud-run-example+grpc-experiments,42551,24861,9117,4640,3829,454,4744,gRPC,grpc.io
