org,repo,activity,comments,prs,commits,issues,authors,project,url
kubernetes+kubernetes-incubator+kubernetes-client+kubernetes-csi,kubernetes+test-infra+website+community+kops+ingress-nginx+kubespray+cri-o+service-catalog+minikube+autoscaler+kubeadm+external-storage+dashboard+kube-aws+ingress-gce+features+external-dns+kubectl+kube-deploy+perf-tests+cloud-provider-openstack+sig-release+kubernetes-docs-cn+kube-state-metrics+bootkube+heapster+java+cluster-registry+cri-containerd+kompose+release+kube-arbitrator+client-go+apiextensions-apiserver+federation+cri-tools+sample-apiserver+csharp+python+org+contrib+sample-controller+metrics-server+external-provisioner+publishing-bot+kube-openapi+examples+kubernetes-anywhere+descheduler+dns+node-feature-discovery+csi-test+drivers+kube-aggregator+javascript+kubernetes-docs-zh+node-problem-detector+k8s.io+cloud-provider-gcp+frakti+gengo+apiserver+cloud-provider-vsphere+steering+external-snapshotter+external-attacher+cloud-provider-azure+python-base+kubernetes-docs-ko+docs+utils+repo-infra+code-generator+apimachinery+gen+driver-registrar+apiserver-builder+git-sync+kubernetes-docs-ja+client-python+api+haskell+custom-metrics-apiserver+reference-docs+metrics+rktlet+kubernetes-bootcamp+kubernetes-template-project+typescript+go+ip-masq-agent+cloud-provider-aws+enhancements+livenessprobe+cluster-proportional-autoscaler+ruby+cluster-capacity+csi-lib-iscsi++spartakus+cloud-provider-alibaba-cloud+go-base+kubernetes-csi-migration-library+kubernetes-csi.github.io+resources+csi-api+cli-runtime+kube-mesos-framework+common+cluster-bootstrap+community+csi-lib-fc+sample-cli-plugin+cluster-proportional-vertical-autoscaler+external-attacher-csi+nfs-provisioner+application-images+cloud-provider+kube-controller-manager+flex-provisioner++kubelet+kube-proxy+kube-scheduler,403093,306932,41573,29778,24810,3734,Kubernetes,kubernetes.io
kubernetes+helm+kubernetes-helm,charts+charts+helm+helm+chartmuseum+monocular+monocular+helm-www+community+chart-testing+community+chartmuseum+github-webhook-dco-labeler+hub+query-store-quay-logs+chart-testing+rudder-federation+pull-sizer+repo-audit+charts-check-pr-title,52260,37366,6959,4129,3806,1398,Helm,helm.sh
prometheus,prometheus+alertmanager+node_exporter+docs+tsdb+client_golang+snmp_exporter+client_java+client_python+blackbox_exporter+jmx_exporter+prombench+mysqld_exporter+statsd_exporter+cloudwatch_exporter+pushgateway+procfs+common+haproxy_exporter+graphite_exporter+client_ruby+golang-builder+promu+memcached_exporter+consul_exporter+prom2json+influxdb_exporter+collectd_exporter+client_model+nagios_plugins+test-infra+busybox+prometheus_api_client_ruby+talks+demo+demo-site+prometheus.github.io,34938,23615,4556,3027,3740,578,Prometheus,prometheus.io
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc-node+grpc-gateway+grpc-swift+grpc.github.io+proposal+grpc-web+go-grpc-middleware+grpc-dart+go-grpc-prometheus+grpc-proto+polyglot+grpc-java-api-checker+grpc-experiments+awesome-grpc+grpc-docker-library+grpc-opentracing+grpc-health-probe+grpc-httpjson-transcoding+grpc-php+homebrew-grpc+java-grpc-prometheus+grpc-contrib++grpc-haskell+,50698,31159,9547,4277,5715,536,gRPC,grpc.io
cncf+crosscloudci,devstats+landscape+k8s-conformance+toc+gitdm+cross-cloud+cnfs+cncf-configuration+artwork+apisnoop+crosscloudci+cluster+wg-serverless+velocity+soc+cross-cloud+cross-project+ambassadors+presentations+filterable-landscape+onap-demo+coredns-configuration+cross-project+devstats-example+contribute+kubernetes-configuration+prometheus-configuration+foundation+curriculum+fluentd-configuration+meetups+devstats-website+ci-dashboard+onap-so-configuration+linkerd-configuration+awards+ci_status_repository+wg-storage+wg-ci+envoy-configuration+wg-networking+build+crosscloudci-trigger+servicedesk+artwork+hnanalysis+demo+svg-autocrop+onap-ciservice,16676,5181,2365,7608,1522,435,CNCF,www.cncf.io
envoyproxy,envoy+data-plane-api+envoyproxy.github.io+envoy-filter-example+go-control-plane+java-control-plane+envoy-perf+envoybot+envoy-tools++katacoda-scenarios,39700,27912,4758,5173,1857,294,Envoy,github.com/envoyproxy
fluent,fluent-bit+fluentd+fluentd-docs+fluentd-kubernetes-daemonset+fluent-plugin-kafka+fluentd-ui+fluent-bit-docs+fluent-logger-python+fluentd-docker-image+fluent-logger-node+fluent-bit-kubernetes-logging+fluent-plugin-s3+fluent-plugin-grok-parser+fluentd-website+fluent-plugin-rewrite-tag-filter+fluent-plugin-prometheus+fluent-plugin-sql+NLog.Targets.Fluentd+fluent-plugin-mongo+fluent-bit-docker-image+kafka-connect-fluentd+fluent-plugin-webhdfs+fluent-logger-golang+fluent-bit-go+fluent-logger-ruby+fluent-logger-java+fluent-logger-php+fluent-plugin-splunk+fluent-bit-packaging+fluent-logger-perl+fluent-bit-kubernetes-daemonset+fluentd-docs-gitbook+fluentd-benchmark+fluent-plugin-windows-eventlog+fluent-logger-scala+data-collection+fluent-plugin-multiprocess+fluent-plugin-scribe+fluentd-forwarder+fluentbit-dashboard+fluent-bit-website,9652,4811,1708,1616,1517,220,Fluentd,fluentd.org
jaegertracing,jaeger+jaeger-client-java+jaeger-ui+jaeger-client-node+jaeger-client-go+jaeger-client-python+documentation+jaeger-client-csharp+cpp-client+jaeger-client-cpp+jaeger-kubernetes+jaeger-operator+jaeger-openshift+cpp-client-hunter-cache+jaeger-lib+jaeger-performance+spark-dependencies+legacy-client-java+jaeger-idl+xdock-zipkin-brave+jaeger-analytics+jaeger-client-javascript+artwork++go-repo-move-test,15323,9367,2317,2082,1557,183,Jaeger,jaeger.readthedocs.io/en/latest
containerd+docker,containerd+cri+cri-containerd+continuity+cgroups+go-runc+containerd.io+go-cni+btrfs+project+console+typeurl+ttrpc+aufs+zfs+fifo+containerd+,11945,7760,2319,1061,805,140,containerd,containerd.io
coreos+etcd-io,etcd+etcd+jetcd+bbolt,10237,6274,1583,1169,1211,138,etcd,coreos.com/etcd
nats-io,gnatsd+nats-streaming-server+go-nats+nats-site+java-nats+cnats+node-nats+nats-operator+csharp-nats+go-nats-streaming+asyncio-nats+java-nats-streaming+prometheus-nats-exporter+node-nats-streaming+python-nats+ts-nats+csharp-nats-streaming+latency-tests+ruby-nats+pure-ruby-nats+asyncio-nats-streaming+go-nats-examples+jwt+nkeys+nats-streaming-operator+nats-streaming-docker+official-images+ruby-nats-streaming+nginx-nats+roadmap+docker-docs+ts-nkeys+nats-general+elixir-nats+node-nuid+nats-top+nats-docker+node-nats-examples+nuid+asyncio-nats-examples+nats-on-a-log+nats-connector-redis+graft+ruby-nats-examples+nats-connector-framework+js-nuid+ts-nats-examples+nats+java-nats-examples,8018,3391,1468,2140,1019,138,NATS,nats.io
opentracing,opentracing-java+opentracing-csharp+opentracing.io+opentracing-cpp+specification+opentracing-python+opentracing-php+opentracing-javascript+opentracing-ruby+opentracing-go+opentracing-c+opentracing-rust+opentracing-java-v030+basictracer-python+opentracing-lua+basictracer-go+documentation+basictracer-csharp+opentracing-objc+contrib+basictracer-javascript+lua-bridge-tracer,5534,3629,833,629,443,134,OpenTracing,opentracing.io
coredns,coredns+deployment+coredns.io+ci+forward+kubernetai+unbound+fallback+release+alternate+example+distributed+policy+dynapi+client+presentations+perf-tests,9831,5910,1693,1359,869,107,CoreDNS,coredns.io
pingcap+tikv,tikv+tikv+rfcs+deep-dive-tikv+head-first-tikv+client-rust+website,14081,10493,1760,1299,529,106,TiKV,tikv.org
vmware+goharbor,harbor+harbor+harbor-helm+community+blog+goharbor.github.io,11767,5310,2341,1167,2949,100,Harbor,vmware.github.io/harbor
vitessio+youtube,vitess+vitess+messages+contrib+vitess-operator+website+,5281,2900,1365,607,409,97,Vitess,vitess.io
linkerd,linkerd+linkerd2+linkerd2-proxy+linkerd-examples+website+linkerd-zipkin+linkerd2-proxy-api+linkerd-tcp+linkerd-viz+namerctl+rfc+linkerd-inject+docs-archive+k8s-community-cluster+rustup-nightly-docker,8603,4447,1348,1878,930,94,Linkerd,linkerd.io
rook,rook+rook.github.io+operator-kit+artwork+ceph,8852,6326,1023,536,967,93,Rook,rook.io
cloudevents+openeventing,spec+spec+cloudevents-web+cloudevents.github.io+sdk-go+sdk-java+artwork+sdk-csharp,3436,2669,405,163,199,61,CloudEvents,cloudevents.io
weaveworks+cortexproject,cortex+cortex,3268,1793,580,584,311,53,Cortex,github.com/cortexproject
containernetworking,plugins+cni,1489,1019,240,95,135,53,CNI,github.com/containernetworking
open-policy-agent,opa+opa-istio-plugin+opa-docker-authz+contrib+kube-mgmt+client-python+library+example-api-authz-python+example-api-authz-go+rego-python,2741,1057,844,440,400,51,OPA,openpolicyagent.org
spiffe,spiffe+spiffe-example+java-spiffe+spiffe-nginx+plugin-template+spiffe-helper+aws-iid-attestor+aws-resolver+spiffe.github.io+kerberos-attestor+spire-k8s+spire-test+c-spiffe+aws-role-attestor+sidecar+2019-spiffe-paper+etcd-datastore,833,409,216,144,64,34,Spiffe,spiffe.io
spiffe,spire,1860,1029,435,191,205,33,Spire,spiffe.io
draios+falcosecurity,falco+falco+falco-website+falcosecurity.github.io,880,216,172,392,100,27,Falco,falco.org
rkt,rkt+stage1-xen+rkt-builder,733,432,127,59,115,25,rkt,github.com/rkt/rkt
theupdateframework,tuf+theupdateframework.github.io+taps+specification+pip+artwork,1477,510,418,425,124,22,TUF,github.com/theupdateframework.com
buildpack,pack+lifecycle+spec+packs+samples+roadmap+website+libbuildpack+forge+resources+docs,1430,395,146,739,150,21,Buildpacks,buildpacks.io
datawire+telepresenceio,telepresence+telepresence+ci-experiment,2009,752,298,528,431,19,Telepresence,telepresence.io
theupdateframework,notary,800,510,133,56,101,18,Notary,github.com/theupdateframework/notary
RichiH+OpenObservability,OpenMetrics+OpenMetrics,281,176,45,35,25,10,OpenMetrics,openmetrics.io
