org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
torvalds,linux,495707,419394,68491,76313,68491,4716,896,Linux,kernel.org
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi,kubernetes+website+cluster-api+enhancements+test-infra+cluster-api-provider-azure+minikube+ingress-nginx+cloud-provider-azure+kops+kueue+gateway-api+k8s.io+cluster-api-provider-aws+autoscaler+kubespray+kubebuilder+community+kustomize+vsphere-csi-driver+external-dns+org+ingress-gce+kwok+kind+node-feature-discovery+kernel-module-management+azuredisk-csi-driver+aws-load-balancer-controller+controller-runtime+security-profiles-operator+descheduler+cluster-api-provider-openstack+cloud-provider-openstack+kube-state-metrics+image-builder+cloud-provider-gcp+dashboard+scheduler-plugins+aws-ebs-csi-driver+krew-index+cluster-api-provider-ibmcloud+release+cluster-api-provider-vsphere+jobset+gcp-compute-persistent-disk-csi-driver+sig-release+metrics-server+aws-efs-csi-driver+cluster-api-provider-cloudstack+gcp-filestore-csi-driver+java+kubectl+cluster-api-provider-gcp+azurefile-csi-driver+kubeadm+kui+python+perf-tests+blob-csi-driver+kpng+apiserver-network-proxy+javascript+secrets-store-csi-driver+csharp+cloud-provider-aws+registry.k8s.io+kube-openapi+git-sync+kube-scheduler-simulator+aws-iam-authenticator+promo-tools+e2e-framework+external-snapshotter+contributor-site+client-go+external-provisioner+cri-tools+hierarchical-namespaces+cluster-api-provider-packet+kubebuilder-declarative-pattern+controller-tools+cluster-api-provider-kubevirt+cloud-provider-huaweicloud+sig-windows-tools+ibm-powervs-block-csi-driver+csi-driver-smb+kompose+node-problem-detector+contributor-playground+network-policy-api+zeitgeist+aws-fsx-csi-driver+kube-scheduler-wasm-extension+cloud-provider-vsphere+csi-driver-nfs+alibaba-cloud-csi-driver+bom+steering+cluster-api-operator+sig-windows-dev-tools+prometheus-adapter+usage-metrics-collector+node-driver-registrar+apiserver+aws-fsx-openzfs-csi-driver+utils+cluster-api-provider-digitalocean+dns+sig-storage-local-static-provisioner+csi-proxy+cluster-api-provider-nested+c+kubectl-validate+boskos+dra-example-driver+sig-security+external-attacher+docs+custom-metrics-apiserver+csi-driver-host-path+nfs-subdir-external-provisioner+ibm-vpc-block-csi-driver+minikube-gui+cluster-api-addon-provider-helm+release-sdk+node-feature-discovery-operator+contributor-tweets+ingress2gateway+azurelustre-csi-driver+windows-testing+publishing-bot+release-notes+etcdadm+cli-experimental+krew+downloadkubernetes+cli-utils+prow+tejolote+lwkd+apimachinery+apiextensions-apiserver+livenessprobe+cloud-provider+csi-release-tools+cluster-api-provider-kubemark+api+provider-aws-test-infra+external-resizer+code-generator+kubetest2+kube-aggregator+cloud-provider-alibaba-cloud+csi-driver-iscsi+csi-test+sample-apiserver+structured-merge-diff+component-base+windows-service-proxy+nfs-ganesha-server-and-external-provisioner+oci-proxy+sig-storage-lib-external-provisioner+external-health-monitor+windows-operational-readiness+controller-manager+pod-security-admission+windows-gmsa+legacy-cloud-providers+kubefed+logtools+csi-lib-utils+lib-volume-populator+cluster-proportional-autoscaler+cli-runtime+sample-controller+kubelet+reference-docs+gengo+ip-masq-agent+aws-encryption-provider+metrics+mcs-api+porche+csi-driver-nvmf+aws-file-cache-csi-driver+sample-cli-plugin+committee-security-response+kube-proxy+component-helpers+volume-data-source-validator+examples+community-images+kube-batch+container-object-storage-interface-controller+kube-controller-manager+cri-api+kube-scheduler+csi-translation-lib+mount-utils+ingress-controller-conformance+gen+cluster-bootstrap+pspmigrator+funding+release-utils+container-object-storage-interface-provisioner-sidecar+cloud-provider-kind+haskell+csi-lib-iscsi+kube-storage-version-migrator+wg-policy-prototypes+release-team-shadow-stats+sig-multicluster-site+dynamic-resource-allocation+dashboard-metrics-scraper+kms+iptables-wrappers+slack-infra+about-api+apiserver-runtime+cluster-capacity+container-object-storage-interface-api+cel-admission-webhook+cluster-api-ipam-provider-in-cluster+work-api+container-object-storage-interface-spec+testgrid-json-exporter+system-validators+csi-driver-image-populator+sig-auth-tools+maintainers+json+application+cluster-addons+kubebuilder-release-tools+apiserver-builder-alpha+kubernetes-template-project+multi-tenancy+cluster-proportional-vertical-autoscaler+noderesourcetopology-api+container-object-storage-interface-csi-adapter+contributor-katacoda+discuss-theme+sigs-github-actions+ruby+csi-lib-fc+sig-windows-samples+node-api+gluster-file-external-provisioner+logical-cluster+depstat+instrumentation-addons+repo-infra+krm-functions-registry+cluster-driver-registrar+go+cloud-provider-sample+sig-usability+.github+driver-registrar+mdtoc+legacyflag+kubernetes-csi.github.io+execution-hook+instrumentation+externalip-webhook+cosi-driver-sample,449412,341801,44393,41282,19624,3790,43594,Kubernetes,kubernetes.io
open-telemetry,opentelemetry-collector-contrib+opentelemetry-java-instrumentation+opentelemetry-collector+opentelemetry-specification+opentelemetry.io+opentelemetry-dotnet-instrumentation+opentelemetry-dotnet+opentelemetry-go+opentelemetry-js+opentelemetry-operator+opentelemetry-dotnet-contrib+opentelemetry-cpp+opentelemetry-python+opentelemetry-java+opentelemetry-python-contrib+opentelemetry-demo+opentelemetry-js-contrib+opentelemetry-helm-charts+opentelemetry-go-contrib+community+opentelemetry-ruby-contrib+opentelemetry-java-contrib+opentelemetry-rust+opentelemetry-php+oteps+opentelemetry-lambda+opentelemetry-go-instrumentation+semantic-conventions+opentelemetry-erlang+opentelemetry-ruby+opentelemetry-go-build-tools+opentelemetry-collector-releases+opentelemetry-proto+opentelemetry-ebpf+opentelemetry-php-contrib+opentelemetry-cpp-contrib+opentelemetry-swift+opentelemetry-erlang-contrib+build-tools+opamp-go+opentelemetry-sandbox-web-js+opentelemetry-java-docs+opentelemetry-demo-webstore+opentelemetry-php-instrumentation+experimental-arrow-collector+opamp-spec+opentelemetry-configuration+opentelemetry-js-api+opentelemetry-proto-go+opamp-java+assign-reviewers-action+docs-cn+opentelemetry-go-vanityurls+.github+wg-prometheus+docs-ja+opentelemetry-ebpf-build-tools+opentelemetry-java-examples+opentelemetry-profiling+opentelemetry-sqlcommenter+experimental-arrow-proto,160186,93783,32502,17287,14743,1404,19158,OpenTelemetry,opentelemetry.io
cncf,glossary+landscape+k8s-conformance+toc+gitdm+mentoring+cnf-testsuite+tag-security+tag-contributor-strategy+clomonitor+cncf.io+devstats+foundation+tag-env-sustainability+kubernetes-community-days+people+cncf-fuzzing+clotributor+apisnoop+sandbox+landscape-graph+gitvote+landscapeapp+artwork+techdocs+cluster+memorials+cnf-wg+cnf-certification+wg-coc+credits+velocity+shopify-theme+clo-ui+tag-runtime+cartografos+devstats-docker-images+project-template+devstats-helm+devstatscode+tag-observability+xds+curriculum+ambassadors+wg-env-sustainability+contribute+communitygroups+students+surveys+presentations+servicedesk+devstats-reports+cloud-native-community-cookbook+clowarden+public-sector-user-group+tag-network+research-user-group+awards+radar+web-landscape+tag-storage+cnf-testbed+cla+hugo-dot-org+svg-autocrop+devstats-landscape-sync+enduser-public+migrate-maintainers+trailmap+wordpress-site+financial-user-group+wg-serverless+wp-svg-autocrop+china-video-block+telecom-user-group+transportation-user-group+tag-env-sustainability-website+devstats-k8s-lf+devstats.archive+sig-security-events+hugo-netlify-starter+automation+foundation-starter-kit+hh-gs,35217,14661,9138,8152,2626,1257,8792,CNCF,www.cncf.io
argoproj+argoproj-labs,argo-cd+argo-workflows+argo-helm+argo-rollouts+hera-workflows+argo-events+argocd-operator+hera+argocd-vault-plugin+argoproj-deployments+argocd-image-updater+argocd-autopilot+argoproj+notifications-engine+gitops-engine+pkg+argo-ui+argocd-extension-metrics+applicationset+rollout-extension+argocd-example-apps+argo-workflows-events-workshop+rollouts-gatewayapi-trafficrouter-plugin+argo-site+argo-dataflow+argocd-extensions+argo-schema-generator+rollouts-contour-trafficrouter-plugin+rollouts-plugin-trafficrouter-contour+rollouts-plugin-trafficrouter-gatewayapi+argocd-notifications+rollouts-opsmx-metric-plugin+katacoda-scenarios+homebrew-tap+sample-rollouts-metric-plugin+gordian+argoproj.github.io+rollouts-demo+.github+argoverse+applicationset-hello-plugin+old-argo-dataflow+argo-metaverse+argo-events-client-java+argo-workflows-catalog+rollouts-plugin-metric-sample-prometheus+argocd-metric-ext-server+argo-rollouts-manager+rollouts-plugin-trafficrouter-sample-nginx+rollouts-sample_prometheus-metric-plugin+rollouts-trafficrouter-gatewayapi-plugin+argocd-bot+argo-ci+argo-cd-benchmarking+community+argocd-interlace,46088,23227,8042,7954,5386,889,9433,Argo,argoproj.github.io
zephyrproject-rtos,zephyr+test_results+twister+sdk-ng+west+gsoc-2022-thrift+gsoc-2022-arduino-core+hal_espressif+zephyr-testing+docker-image+windows-curses+zscilib+mipi-sys-t+rtos-benchmark,95493,63809,17561,8157,5875,830,8248,Zephyr,www.zephyrproject.org
hyperledger+hyperledger-labs,iroha+besu+aries-framework-javascript+solang+aries-vcx+fabric+aries-cloudagent-python+aries-mobile-agent-react-native+firefly+fabric-token-sdk+iroha-2-docs+cacti+bevel+aries-framework-go+fabric-smart-client+cactus+anoncreds-rs+weaver-dlt-interoperability+fabric-samples+besu-docs+aries-agent-test-harness+fabric-operations-console+private-data-objects+solang+fabric-gateway+toc+aries-framework-javascript-ext+yui-ibc-solidity+firefly-transaction-manager+aries-askar+aries-javascript-docs+orion-server+business-partner-agent+indy-vdr+fabric-admin-sdk+iroha-java+blockchain-carbon-accounting+anoncreds-spec+caliper+firefly-evmconnect+hlf-operator+fabric-docs-i18n+firefly-common+aries-mobile-test-harness+fabric-operator+blockchain-explorer+fabric-sdk-node+cello+iroha-javascript+indy-node+aries-rfcs+firefly-tokens-erc20-erc721+fabric-sdk-java+hlf-connector+fabric-chaincode-node+hyperledger-labs.github.io+fabric-protos+fabric-chaincode-java+indy-node-container+aries-framework-swift+aries-acapy-docs+fabric-test+indy-plenum+iroha-python+fabric-ca+firefly-cli+aries-mediator-service+ursa+fablo+fabric-gateway-java+bevel-operator-fabric+acapy-java-client+besu-native+aries-framework-go-ext+firefly-tokens-erc1155+orion-sdk-go+go-perun+yui-relayer+minifabric+fabric-builder-k8s+indy-sdk-react-native+indy-sdk+firefly-sdk-nodejs+caliper-benchmarks+cckit+firefly-signer+perun-eth-backend+fabric-contract-api-go+indy-node-monitor+firefly-ui+grid+sawtooth-core+grid-docs+aries-acapy-controllers+fabric-private-chaincode+documentation-template+microfab+firefly-perf-cli+aries-toolbox+business-partner-agent-chart+indy-test-automation+firefly-helm-charts+firefly-sandbox+bevel-samples+firefly-dataexchange-https+fabric-sdk-go+firefly-fabconnect+transact+yui-corda-ibc+aries-acapy-plugin-toolbox+perun-doc+fabric-machine+aries-framework-dotnet+bdls+indy-shared-rs+firefly-ethconnect+anoncreds-clsignatures-rs+sawtooth-docs+indy-cli-rs+fabric-config+perun-node+aries-acapy-wallet-upgrade+fabric-sdk-py+fabric-chaincode-go+blockchain-verifier+aries-builder-images+mosaique-decentralized-workflows+indy-did-method+fabric-protos-go+aries-endorser-service+PerformanceSandBox+minbft+fabric-cli+indy-bls-wrapper-python+aries-acapy-tools+perun-rs+mirbft+aries-protocol-test-suite+nft-community-footprint+learning-tokens+homebrew-solang+aries-bbssignatures-rs+perun-eth-contracts,73921,36704,16625,11590,7671,728,12921,Hyperledger,hyperledger.org
nodejs,node+nodejs.org+nodejs.dev+undici+build+jenkins-alerts+help+TSC+node-gyp+security-wg+corepack+node-addon-api+docker-node+admin+performance+node-v8+next-10+Release+snap+node-core-utils+llhttp+loaders+diagnostics+nodejs-dependency-vuln-assessments+single-executable+i18n+github-bot+readable-stream+package-maintenance+uvwasi+llnode+postject+citgm+gyp-next+node-core-test+unofficial-builds+tooling+abi-stable-node+tap2junit+node-api-headers+tweet+email+nan+core-validate-commit+node-auto-test+create-node-meeting-artifacts+loaders-test+cjs-module-lexer+full-icu-npm+node-addon-examples+release-keys+modules+nodejs-news-feeder+changelog-maker+.github+devcontainer+lts-schedule+repl+nodejs-collection+news-feeder,75018,49910,8562,8745,6687,671,9859,Node.js,nodejs.org
backstage,backstage+charts+actions+tempo+demo+mkdocs-techdocs-core+community+mkdocs-monorepo-plugin+versions+upgrade-helper-diff+techdocs-container+frontend-system-exploration+software-templates+archive+backstage-deploy+backend-system-exploration+config-schema-viewer+test-demo,40471,18981,5895,10012,2203,649,13392,Backstage,backstage.io
jenkinsci,bom+lockable-resources-plugin+acceptance-test-harness+code-coverage-api-plugin+pipeline-graph-view-plugin+plugin-compat-tester+gitlab-plugin+docker+helm-charts+configuration-as-code-plugin+docker-inbound-agent+jenkins-test-harness+nested-data-reporting-plugin+peass-ci-plugin+docker-agent+opentelemetry-plugin+design-library-plugin+plugin-pom+maven-hpi-plugin+oic-auth-plugin+azure-ad-plugin+gitlab-branch-source-plugin+jobcacher-plugin+custom-folder-icon-plugin+pom+datadog-plugin+junit-plugin+autify-plugin+docker-plugin+docker-ssh-agent+plugin-installation-manager-tool+packaging+bitbucket-branch-source-plugin+dark-theme-plugin+embeddable-build-status-plugin+archetypes+winstone+build-monitor-plugin+nexus-platform-plugin+jira-plugin+idea-stapler-plugin+jenkins-infra-test-plugin+ecu-test-execution-plugin+amazon-ecs-plugin+aws-secrets-manager-credentials-provider-plugin+stapler+dingtalk-plugin+azure-vm-agents-plugin+azure-keyvault-plugin+slack-plugin+uipath-automation-package-plugin+JenkinsPipelineUnit+jenkins-charm+office-365-connector-plugin+jenkinsfile-runner+openshift-k8s-credentials-plugin+generic-webhook-trigger-plugin+oidc-provider-plugin+conventional-commits-plugin+theme-manager-plugin+checkmarx-ast-scanner-plugin+configurationslicing-plugin+github-pr-comment-build-plugin+junit-sql-storage-plugin+build-timeout-plugin+incrementals-tools+checks-api-plugin+sshd-plugin+hashicorp-vault-plugin+material-theme-plugin+cloud-stats-plugin+google-compute-engine-plugin+ionicons-api-plugin+dependency-track-plugin+tekton-client-plugin+maven-stapler-plugin+azure-credentials-plugin+hetzner-cloud-plugin+github-checks-plugin+.github+database-plugin+maven-jellydoc-plugin+atlassian-jira-software-cloud-plugin+lib-access-modifier+dashboard-view-plugin+extended-choice-parameter-plugin+lib-file-leak-detector+aws-secrets-manager-secret-source-plugin+build-history-manager-plugin+commons-lang3-api-plugin+file-parameters-plugin+badge-plugin+bitbucket-push-and-pull-request-plugin+ansicolor-plugin+keeper-secrets-manager-plugin+sidebar-link-plugin+pipeline-project-env-plugin+parallel-test-executor-plugin+azure-container-agents-plugin+sonic-ci-helper-plugin+junit-attachments-plugin+artifact-repository-parameter-plugin+ivy-plugin+snyk-security-scanner-plugin+simple-theme-plugin+cucumber-reports-plugin+jwt-auth-plugin+fortify-plugin+core-pr-tester+database-postgresql-plugin+provar-automation-plugin+zulip-plugin+codebuild-cloud-plugin+azure-storage-plugin+openstack-cloud-plugin+google-storage-plugin+bridge-method-injector+groovy-sandbox+compact-columns-plugin+eiffel-broadcaster-plugin+azure-artifact-manager-plugin+google-kubernetes-engine-plugin+generic-event-plugin+jms-messaging-plugin+devops-portal-plugin+winp+onepassword-secrets-plugin+commons-text-api-plugin+aws-credentials-plugin+rest-list-parameter-plugin+syslog-java-client+jfrog-plugin+lib-mock-javamail+junit-realtime-test-reporter-plugin+lucene-search-plugin+maven-repo-cleaner-plugin+build-discarder-plugin+mac-plugin+bootstraped-multi-test-results-report-plugin+fortify-on-demand-uploader-plugin+nunit-plugin+accelq-ci-connect-plugin+cobertura-plugin+build-time-blame-plugin+mock-load-builder-plugin+servicenow-cicd-plugin+customizable-header-plugin+plasticscm-plugin+wxwork-notification-plugin+docker-inbound-agents+sonar-gerrit-plugin+kubernetes-cd-plugin+remote-file-plugin+envinject-api-plugin+venafi-codesigning-plugin+jfr-action-doc+in-toto-plugin+horreum-plugin+gradle-jte-plugin+add-changes-to-build-changelog-plugin+git-push-plugin+enhanced-metrics-plugin+remote-result-trigger-plugin+aws-sam-plugin+jobtag-plugin+matrix-groovy-execution-strategy-plugin+core-changelog-generator+gerrit-checks-api-plugin+urltrigger-plugin+cdevents-plugin+enhanced-old-build-discarder-plugin+docker-swarm-plugin+extended-read-permission-plugin+klocwork-plugin+proxmox-plugin+fstrigger-plugin+cloudevents-plugin+sig-ux+gitea-checks-plugin+venafi-vcert-plugin+localization-zh-cn-plugin,38622,12675,9306,12117,2873,487,13768,Jenkins,jenkins.io
