org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors,pushes
kubernetes-sigs,kubernetes-sigs/kernel-module-management,20,20,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/kubebuilder,20,15,1,0,2,0,,,2
open-cluster-management-io,open-cluster-management-io/open-cluster-management-io.github.io,20,11,4,0,0,0,,,5
headlamp-k8s,headlamp-k8s/plugins,20,14,4,0,2,0,,,0
riscv,riscv/sail-riscv,20,16,0,0,2,0,,,2
nodejs,nodejs/jenkins-alerts,20,0,0,0,0,0,,,20
meshery-extensions,meshery-extensions/kanvas-site,20,6,1,0,9,0,,,4
kubernetes-sigs,kubernetes-sigs/container-object-storage-interface,19,17,0,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-rust-contrib,19,7,0,0,0,0,,,12
PX4,PX4/PX4-Autopilot,19,8,5,0,0,0,,,6
prometheus-community,prometheus-community/helm-charts,19,9,3,0,0,0,,,7
istio,istio/istio,19,11,3,0,0,0,,,5
jenkinsci,jenkinsci/gradle-convention-plugin,19,0,0,0,0,0,,,19
submariner-io,submariner-io/subctl,18,6,5,0,0,0,,,7
openebs,openebs/dynamic-localpv-provisioner,18,6,1,0,0,0,,,11
spinframework,spinframework/runtime-class-manager,18,14,0,0,3,0,,,1
ovn-kubernetes,ovn-kubernetes/ovn-kubernetes,18,13,1,0,2,0,,,2
kubernetes,kubernetes/minikube,18,5,5,0,1,0,,,7
submariner-io,submariner-io/submariner-operator,18,3,11,0,0,0,,,4
submariner-io,submariner-io/submariner,18,3,8,0,0,0,,,7
cloudnative-pg,cloudnative-pg/cloudnative-pg,18,3,2,0,1,0,,,12
metal3-io,metal3-io/baremetal-operator,17,9,0,0,1,0,,,7
kcp-dev,kcp-dev/kcp,17,11,1,0,2,0,,,3
o3de,o3de/3p-package-source,17,4,5,0,2,0,,,6
finos,finos/architecture-as-code,17,11,1,0,1,0,,,4
kedacore,kedacore/keda,17,10,5,0,1,0,,,1
nodejs,nodejs/userland-migrations,17,14,0,0,0,0,,,3
open-telemetry,open-telemetry/semantic-conventions,17,12,2,0,0,0,,,3
crossplane,crossplane/crossplane,17,6,5,0,0,0,,,6
nats-io,nats-io/nats-server,16,6,3,0,0,0,,,7
kubernetes,kubernetes/test-infra,16,7,4,0,0,0,,,5
grpc,grpc/grpc-go,16,3,8,0,4,0,,,1
nodejs,nodejs/undici,16,5,2,0,3,0,,,6
etcd-io,etcd-io/etcd,16,14,1,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/multi-network-api,16,16,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/vsphere-csi-driver,16,15,0,0,0,0,,,1
riscv,riscv/riscv-high-assurance-cryptography,16,0,0,0,1,0,,,15
cedar-policy,cedar-policy/cedar-spec,16,11,2,0,2,0,,,1
kubestellar,kubestellar/kubestellar,16,15,1,0,0,0,,,0
jenkinsci,jenkinsci/matlab-plugin,15,14,0,0,0,0,,,1
runatlantis,runatlantis/atlantis,15,4,0,0,0,0,,,11
kubeflow,kubeflow/pipelines,15,13,1,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/krew-index,15,6,0,0,0,0,,,9
envoyproxy,envoyproxy/ai-gateway,15,12,0,0,1,0,,,2
backstage,backstage/actions,15,6,1,0,0,0,,,8
operator-framework,operator-framework/operator-controller,15,10,3,0,0,0,,,2
finos,finos/vuu,15,1,5,0,0,0,,,9
pytorch,pytorch/test-infra,15,2,2,0,0,0,,,11
antrea-io,antrea-io/antrea,15,10,1,0,1,0,,,3
open-telemetry,open-telemetry/opentelemetry-ecosystem-explorer,15,2,1,0,8,0,,,4
open-telemetry,open-telemetry/opentelemetry-go-contrib,14,4,3,0,1,0,,,6
knative,knative/func,14,8,3,0,0,0,,,3
youki-dev,youki-dev/youki,14,11,2,0,0,0,,,1
schemahero,schemahero/schemahero,14,1,5,0,0,0,,,8
finos,finos/common-domain-model,14,9,1,0,4,0,,,0
hyperledger-labs,hyperledger-labs/splice-wallet-kernel,14,6,4,0,0,0,,,4
perses,perses/perses-operator,14,7,2,0,3,0,,,2
kubeflow,kubeflow/notebooks,14,5,1,0,8,0,,,0
mavlink,mavlink/qgroundcontrol,14,6,1,0,4,0,,,3
layer5io,layer5io/layer5,14,8,1,0,0,0,,,5
vitessio,vitessio/vitess,14,6,0,0,0,0,,,8
kubeflow,kubeflow/sdk,14,12,2,0,0,0,,,0
kube-burner,kube-burner/kube-burner,14,7,3,0,3,0,,,1
perses,perses/perses,14,12,0,0,1,0,,,1
podman-desktop,podman-desktop/extension-podman-quadlet,14,6,1,0,5,0,,,2
finos,finos/fluxnova-bpm-platform,14,5,1,0,0,0,,,8
p4lang,p4lang/gsoc,13,9,3,0,1,0,,,0
lf-edge,lf-edge/eve,13,9,3,0,0,0,,,1
nodejs,nodejs/nbytes,13,9,1,0,0,0,,,3
k8sgpt-ai,k8sgpt-ai/k8sgpt-operator,13,0,1,0,0,0,,,12
cedar-policy,cedar-policy/cedar,13,7,1,0,2,0,,,3
kubeflow,kubeflow/kale,13,8,2,0,3,0,,,0
inspektor-gadget,inspektor-gadget/inspektor-gadget,13,10,0,0,0,0,,,3
metal3-io,metal3-io/ip-address-manager,12,7,0,0,0,0,,,5
pipe-cd,pipe-cd/pipecd,12,6,4,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-collector,12,9,1,0,1,0,,,1
tikv,tikv/pd,12,10,2,0,0,0,,,0
riscv,riscv/riscv-isa-manual,12,6,3,0,0,0,,,3
kubeflow,kubeflow/model-registry,12,7,2,0,0,0,,,3
open-telemetry,open-telemetry/opentelemetry-injector,12,5,4,0,1,0,,,2
dragonflyoss,dragonflyoss/client,12,3,2,0,0,0,,,7
opendaylight,opendaylight/yangtools,12,0,0,0,0,0,,,12
AcademySoftwareFoundation,AcademySoftwareFoundation/OpenImageIO,12,4,4,0,0,0,,,4
submariner-io,submariner-io/submariner-charts,12,3,7,0,0,0,,,2
nats-io,nats-io/nats.c,12,9,2,0,0,0,,,1
armadaproject,armadaproject/armada,12,9,2,0,0,0,,,1
submariner-io,submariner-io/lighthouse,12,3,5,0,0,0,,,4
ceph,ceph/ceph-csi,12,8,1,0,0,0,,,3
serverlessworkflow,serverlessworkflow/sdk-java,12,4,0,0,0,0,,,8
kubernetes,kubernetes/sig-release,12,10,1,0,0,0,,,1
bootc-dev,bootc-dev/bcvk,12,10,0,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-kotlin,12,5,1,0,0,0,,,6
kagent-dev,kagent-dev/kagent,12,8,0,0,1,0,,,3
cloudfoundry,cloudfoundry/relint-ci-pools,11,0,0,0,0,0,,,11
podman-desktop,podman-desktop/podman-desktop-catalog,11,5,0,0,0,0,,,6
krkn-chaos,krkn-chaos/krkn,11,5,1,0,2,0,,,3
riscv,riscv/riscv-fast-interrupt,11,3,0,0,8,0,,,0
argoproj,argoproj/argo-helm,11,4,1,0,1,0,,,5
cloudfoundry,cloudfoundry/app-autoscaler,11,0,0,0,0,0,,,11
jenkinsci,jenkinsci/pipeline-maven-plugin,11,1,1,0,0,0,,,9
letsencrypt,letsencrypt/boulder,11,4,0,0,1,0,,,6
containerd,containerd/containerd,11,10,1,0,0,0,,,0
cloudfoundry,cloudfoundry/csb-brokerpak-aws,11,5,1,0,0,0,,,5
bank-vaults,bank-vaults/vault-operator,11,4,0,0,0,0,,,7
kyverno,kyverno/website,11,7,2,0,1,0,,,1
kubernetes-sigs,kubernetes-sigs/agent-sandbox,11,8,2,0,1,0,,,0
cozystack,cozystack/website,11,3,0,0,1,0,,,7
knative,knative/serving,10,9,0,0,0,0,,,1
k8gb-io,k8gb-io/k8gb,10,3,1,0,0,0,,,6
cri-o,cri-o/cri-o,10,4,2,0,1,0,,,3
oras-project,oras-project/oras,10,3,0,0,0,0,,,7
open-telemetry,open-telemetry/opentelemetry-ruby-contrib,10,6,3,0,0,0,,,1
strimzi,strimzi/strimzi-kafka-operator,10,7,2,0,0,0,,,1
zowe,zowe/zowe-pli-language-support,10,3,1,0,2,0,,,4
confidential-containers,confidential-containers/cloud-api-adaptor,10,7,0,0,0,0,,,3
inspektor-gadget,inspektor-gadget/ig-benchmarks,10,0,0,0,0,0,,,10
tinkerbell,tinkerbell/tinkerbell.org,10,1,7,0,0,0,,,2
nodejs,nodejs/ncrypto,10,2,1,0,0,0,,,7
submariner-io,submariner-io/admiral,10,3,0,0,0,0,,,7
open-telemetry,open-telemetry/opentelemetry-js,10,9,1,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/image-builder,10,5,4,0,0,0,,,1
prometheus,prometheus/client_java,10,0,0,0,0,0,,,10
falcosecurity,falcosecurity/falco-operator,10,6,0,0,0,0,,,4
cilium,cilium/tetragon,10,7,1,0,0,0,,,2
konveyor,konveyor/editor-extensions,10,3,1,0,2,0,,,4
kairos-io,kairos-io/hadron,10,4,0,0,0,0,,,6
cloudnative-pg,cloudnative-pg/postgres-extensions-containers,10,5,0,0,0,0,,,5
open-telemetry,open-telemetry/opentelemetry-ebpf-profiler,10,9,0,0,0,0,,,1
oras-project,oras-project/oras-dotnet,10,3,1,0,5,0,,,1
cncf,cncf/devstats,9,2,1,0,1,0,,,5
grpc-ecosystem,grpc-ecosystem/grpc-gateway,9,0,0,0,1,0,,,8
kubernetes-sigs,kubernetes-sigs/node-readiness-controller,9,5,2,0,0,0,,,2
dapr,dapr/java-sdk,9,1,3,0,1,0,,,4
jenkinsci,jenkinsci/opentelemetry-plugin,9,2,5,0,2,0,,,0
kubernetes-client,kubernetes-client/java,9,5,0,0,0,0,,,4
sigstore,sigstore/protobuf-specs,9,3,1,0,0,0,,,5
dapr,dapr/dapr,9,7,0,0,0,0,,,2
submariner-io,submariner-io/cloud-prepare,9,3,0,0,0,0,,,6
kairos-io,kairos-io/kairos,9,3,0,0,3,0,,,3
radius-project,radius-project/radius,9,4,0,0,5,0,,,0
opencost,opencost/opencost,9,7,1,0,0,0,,,1
perses,perses/plugins,9,2,1,0,0,0,,,6
cilium,cilium/proxy,9,2,0,0,0,0,,,7
kubewarden,kubewarden/helm-charts,9,2,2,0,0,0,,,5
volcano-sh,volcano-sh/agentcube,9,6,2,0,1,0,,,0
hyperlight-dev,hyperlight-dev/hyperlight,9,6,1,0,0,0,,,2
jenkinsci,jenkinsci/mcp-server-plugin,9,4,2,0,2,0,,,1
zowe,zowe/api-layer,9,2,1,0,0,0,,,6
zowe,zowe/cics-for-zowe-client,9,4,0,0,0,0,,,5
hyperledger-labs,hyperledger-labs/fabric-token-sdk,9,0,1,0,1,0,,,7
kubernetes,kubernetes/k8s.io,9,2,4,0,0,0,,,3
open-telemetry,open-telemetry/community,9,4,0,0,3,0,,,2
spiffe,spiffe/spire,9,4,1,0,0,0,,,4
open-telemetry,open-telemetry/opentelemetry-js-contrib,9,2,1,0,0,0,,,6
open-telemetry,open-telemetry/opentelemetry-operator,9,1,0,0,0,0,,,8
opentofu,opentofu/opentofu,9,6,0,0,0,0,,,3
confidential-containers,confidential-containers/trustee,9,9,0,0,0,0,,,0
kubestellar,kubestellar/docs,9,4,0,0,5,0,,,0
kubefleet-dev,kubefleet-dev/kubefleet,9,4,1,0,0,0,,,4
kubeedge,kubeedge/ianvs,9,4,0,0,5,0,,,0
longhorn,longhorn/website,8,8,0,0,0,0,,,0
kubernetes,kubernetes/community,8,5,2,0,0,0,,,1
kubernetes,kubernetes/cloud-provider-gcp,8,6,1,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/aws-load-balancer-controller,8,6,0,0,2,0,,,0
chaoss,chaoss/wg-ai-alignment,8,1,1,0,1,0,,,5
meshery,meshery/qa,8,0,0,0,1,0,,,7
urunc-dev,urunc-dev/urunc,8,3,0,0,5,0,,,0
finos,finos/legend-shared,8,2,1,0,0,0,,,5
falcosecurity,falcosecurity/libs,8,8,0,0,0,0,,,0
oscal-compass,oscal-compass/compliance-trestle,8,3,1,0,1,0,,,3
zephyrproject-rtos,zephyrproject-rtos/ArduinoCore-zephyr,8,6,2,0,0,0,,,0
volcano-sh,volcano-sh/volcano,8,6,1,0,0,0,,,1
envoyproxy,envoyproxy/toolshed,8,0,1,0,0,0,,,7
kubeflow,kubeflow/mpi-operator,8,4,1,0,0,0,,,3
kubeflow,kubeflow/trainer,8,6,1,0,0,0,,,1
zowe,zowe/zowe-explorer-vscode,8,2,1,0,0,0,,,5
submariner-io,submariner-io/shipyard,8,3,2,0,0,0,,,3
project-dalec,project-dalec/dalec,8,7,0,0,0,0,,,1
perses,perses/shared,8,4,2,0,0,0,,,2
projectcapsule,projectcapsule/capsule,8,4,0,0,0,0,,,4
envoyproxy,envoyproxy/envoy-website,8,0,0,0,0,0,,,8
kubernetes-sigs,kubernetes-sigs/external-dns,8,6,1,0,0,0,,,1
bank-vaults,bank-vaults/secrets-webhook,8,3,0,0,0,0,,,5
kumahq,kumahq/ci-tools,8,0,0,0,0,0,,,8
kumahq,kumahq/kuma-gui,8,4,0,0,0,0,,,4
open-telemetry,open-telemetry/opentelemetry-python-contrib,8,5,2,0,1,0,,,0
open-telemetry,open-telemetry/opentelemetry-proto,8,7,0,0,0,0,,,1
jenkinsci,jenkinsci/configuration-as-code-plugin,8,7,1,0,0,0,,,0
k0sproject,k0sproject/k0s,8,1,1,0,1,0,,,5
openebs,openebs/website,8,8,0,0,0,0,,,0
pytorch,pytorch/vision,8,2,2,0,1,0,,,3
pytorch,pytorch/tutorials,8,1,1,0,1,0,,,5
open-telemetry,open-telemetry/opentelemetry-erlang-contrib,8,1,1,0,0,0,,,6
containerd,containerd/nerdctl,7,4,3,0,0,0,,,0
krkn-chaos,krkn-chaos/krkn-ai,7,2,3,0,1,0,,,1
jenkinsci,jenkinsci/pipeline-graph-view-plugin,7,1,1,0,0,0,,,5
argoproj-labs,argoproj-labs/gitops-promoter,7,1,2,0,1,0,,,3
o3de,o3de/o3de,7,3,3,0,0,0,,,1
runmedev,runmedev/vscode-runme,7,0,2,0,0,0,,,5
dragonflyoss,dragonflyoss/api,7,3,3,0,0,0,,,1
nodejs,nodejs/merve,7,1,0,0,0,0,,,6
external-secrets,external-secrets/bitwarden-sdk-server,7,1,4,0,0,0,,,2
tektoncd,tektoncd/pipeline,7,3,0,0,0,0,,,4
open-telemetry,open-telemetry/opamp-go,7,2,2,0,1,0,,,2
mavlink,mavlink/mavlink-devguide,7,0,1,0,0,0,,,6
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-azure,7,3,2,0,1,0,,,1
confidential-containers,confidential-containers/guest-components,7,4,0,0,0,0,,,3
prometheus,prometheus/blackbox_exporter,7,7,0,0,0,0,,,0
meshery,meshery/meshery.io,7,3,2,0,0,0,,,2
jenkinsci,jenkinsci/blueocean-plugin,7,0,0,0,0,0,,,7
cloudfoundry,cloudfoundry/tps,7,1,0,0,0,0,,,6
connectrpc,connectrpc/examples-es,7,0,0,0,0,0,,,7
kubeflow,kubeflow/spark-operator,7,4,1,0,2,0,,,0
kubeflow,kubeflow/manifests,7,6,0,0,0,0,,,1
crossplane-contrib,crossplane-contrib/function-auto-ready,7,2,1,0,0,0,,,4
finos,finos/SymphonyElectron,7,1,0,0,0,0,,,6
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-aws,7,6,0,0,0,0,,,1
AcademySoftwareFoundation,AcademySoftwareFoundation/OpenColorIO,7,4,1,0,0,0,,,2
riscv,riscv/riscv-cheri,7,5,1,0,0,0,,,1
cloudfoundry,cloudfoundry/multiapps-controller,7,0,4,0,0,0,,,3
cncf,cncf/communitygroups,7,5,0,0,2,0,,,0
spiffe,spiffe/tornjak,7,3,0,0,0,0,,,4
spinnaker,spinnaker/spinnaker,7,3,0,0,0,0,,,4
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-ibmcloud,7,7,0,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-rust,7,4,0,0,0,0,,,3
cloudnative-pg,cloudnative-pg/plugin-barman-cloud,7,3,0,0,0,0,,,4
cert-manager,cert-manager/webhook-cert-lib,7,3,1,0,0,0,,,3
metal3-io,metal3-io/community,7,7,0,0,0,0,,,0
werf,werf/nelm,7,3,1,0,0,0,,,3
onnx,onnx/optimizer,6,2,0,0,0,0,,,4
cadence-workflow,cadence-workflow/cadence,6,4,1,0,0,0,,,1
kubevirt,kubevirt/project-infra,6,5,1,0,0,0,,,0
tikv,tikv/tikv,6,2,2,0,2,0,,,0
fluent,fluent/fluentd,6,4,2,0,0,0,,,0
kubescape,kubescape/node-agent,6,4,0,0,0,0,,,2
spinnaker,spinnaker/spinnaker.io,6,4,1,0,0,0,,,1
cncf,cncf/landscape,6,1,1,0,0,0,,,4
strimzi,strimzi/strimzi-kafka-bridge,6,5,1,0,0,0,,,0
nodejs,nodejs/amaro,6,1,0,0,0,0,,,5
ceph,ceph/ceph-ci,6,0,0,0,0,0,,,6
operator-framework,operator-framework/java-operator-sdk,6,3,0,0,1,0,,,2
open-telemetry,open-telemetry/opentelemetry-android,6,0,3,0,0,0,,,3
p4lang,p4lang/tutorials,6,2,2,0,0,0,,,2
cloudfoundry,cloudfoundry/cf-acceptance-tests,6,1,0,0,0,0,,,5
cncf,cncf/staff,6,0,0,0,6,0,,,0
open-telemetry,open-telemetry/opentelemetry-browser,6,1,0,0,0,0,,,5
openkruise,openkruise/kruise,6,6,0,0,0,0,,,0
koordinator-sh,koordinator-sh/koordinator,6,5,0,0,0,0,,,1
crossplane-contrib,crossplane-contrib/function-patch-and-transform,6,1,0,0,0,0,,,5
dapr,dapr/docs,6,2,4,0,0,0,,,0
nodejs,nodejs/docker-node,6,5,1,0,0,0,,,0
open-feature,open-feature/go-sdk,6,2,0,0,1,0,,,3
pytorch,pytorch/TensorRT,6,2,1,0,0,0,,,3
containerd,containerd/nydus-snapshotter,6,3,3,0,0,0,,,0
devfile,devfile/devworkspace-operator,6,6,0,0,0,0,,,0
karmada-io,karmada-io/dashboard,6,1,0,0,0,0,,,5
open-telemetry,open-telemetry/opentelemetry-java-instrumentation,6,2,1,0,0,0,,,3
cloudfoundry,cloudfoundry/cc-uploader,6,3,0,0,0,0,,,3
wasmCloud,wasmCloud/wasmcloud.com,6,5,0,0,0,0,,,1
AcademySoftwareFoundation,AcademySoftwareFoundation/dna,6,2,0,0,4,0,,,0
buildpacks-community,buildpacks-community/kpack-cli,6,3,2,0,0,0,,,1
crossplane-contrib,crossplane-contrib/function-extra-resources,6,1,0,0,0,0,,,5
hyperledger,hyperledger/firefly-evmconnect,6,5,0,0,0,0,,,1
kserve,kserve/kserve,6,2,1,0,2,0,,,1
graphql,graphql/graphql.github.io,6,0,0,0,0,0,,,6
kubernetes-sigs,kubernetes-sigs/provider-aws-test-infra,6,1,2,0,0,0,,,3
mavlink,mavlink/MAVSDK,6,2,2,0,1,0,,,1
open-policy-agent,open-policy-agent/swift-opa,6,5,1,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-dotnet-instrumentation,6,6,0,0,0,0,,,0
bank-vaults,bank-vaults/vault-secrets-webhook,6,2,0,0,0,0,,,4
open-telemetry,open-telemetry/opentelemetry-php-contrib,6,0,0,0,0,0,,,6
ovn-kubernetes,ovn-kubernetes/ovn-kubernetes-mcp,6,6,0,0,0,0,,,0
AcademySoftwareFoundation,AcademySoftwareFoundation/rawtoaces,6,4,2,0,0,0,,,0
sigstore,sigstore/sigstore-conformance,6,3,1,0,0,0,,,2
fluxcd,fluxcd/helm-controller,6,0,1,0,2,0,,,3
konveyor,konveyor/release-tools,6,0,1,0,0,0,,,5
kedacore,kedacore/http-add-on,6,4,2,0,0,0,,,0
finos,finos/fdc3-dotnet,6,0,0,0,0,0,,,6
open-policy-agent,open-policy-agent/regal,6,3,2,0,0,0,,,1
k3s-io,k3s-io/k3s,6,5,0,0,1,0,,,0
podman-desktop,podman-desktop/extension-apple-container,6,2,0,0,0,0,,,4
oras-project,oras-project/oras-java,6,3,0,0,0,0,,,3
fluxcd,fluxcd/website,6,2,2,0,0,0,,,2
kubestellar,kubestellar/ui,6,2,2,0,0,0,,,2
jenkinsci,jenkinsci/analysis-model,6,0,0,0,0,0,,,6
bank-vaults,bank-vaults/secret-sync,6,3,0,0,0,0,,,3
kubewarden,kubewarden/policies,5,0,0,0,0,0,,,5
werf,werf/werf,5,0,2,0,0,0,,,3
podman-desktop,podman-desktop/extension-kind,5,4,0,0,0,0,,,1
cloudnative-pg,cloudnative-pg/postgres-containers,5,0,0,0,0,0,,,5
graphql,graphql/graphql-spec,5,5,0,0,0,0,,,0
kubernetes-csi,kubernetes-csi/csi-driver-nfs,5,1,0,0,0,0,,,4
cloudfoundry,cloudfoundry/bosh,5,4,0,0,0,0,,,1
cncf,cncf/open-community-groups,5,0,0,0,0,0,,,5
prometheus-community,prometheus-community/postgres_exporter,5,2,1,0,1,0,,,1
longhorn,longhorn/longhorn-tests,5,2,0,0,0,0,,,3
jaegertracing,jaegertracing/helm-charts,5,0,2,0,0,0,,,3
cloudfoundry,cloudfoundry/cloud_controller_ng,5,2,1,0,0,0,,,2
cdk8s-team,cdk8s-team/cdk8s-plus,5,0,0,0,0,0,,,5
inspektor-gadget,inspektor-gadget/headlamp-plugin,5,5,0,0,0,0,,,0
cloudfoundry,cloudfoundry/cf-deployment,5,1,0,0,0,0,,,4
spinframework,spinframework/spin,5,5,0,0,0,0,,,0
kubernetes,kubernetes/perf-tests,5,3,1,0,0,0,,,1
cilium,cilium/little-vm-helper-images,5,1,0,0,0,0,,,4
cloudfoundry,cloudfoundry/runtime-ci-pools,5,0,0,0,0,0,,,5
kubernetes-sigs,kubernetes-sigs/gcp-filestore-csi-driver,5,2,1,0,0,0,,,2
PX4,PX4/NuttX,5,0,0,0,0,0,,,5
hyperledger,hyperledger/fabric,5,2,2,0,0,0,,,1
